classification_delta_id,path,nodi_workstream,comsol_workstream,delta_class,resolution,authorization_impact
G2Y-CLASS-0191,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0192,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_support_20260610_supportanchors_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0193,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_support_20260610_supportanchors_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0194,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0195,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0196,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0197,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0198,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0199,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0200,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0201,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0202,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0203,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0204,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0205,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0206,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0207,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0208,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0209,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0210,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_remaining10allbins_20260610_remaining10allbins_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0211,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_smallbin_20260610_smallbinallfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0212,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_smallbin_20260610_smallbinallfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0213,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0214,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0215,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0216,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0217,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0218,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0219,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0220,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0221,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0222,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0223,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0224,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p7_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0225,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0226,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0227,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0228,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0229,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0230,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0231,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_remaining10allbins_20260610_remaining10allbins_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0232,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_smallbin_20260610_smallbinallfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0233,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_smallbin_20260610_smallbinallfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0234,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0235,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0236,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0237,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0238,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0239,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0240,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0241,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0242,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0243,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0244,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0245,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p8_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0246,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0247,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0248,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0249,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0250,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0251,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0252,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_remaining10allbins_20260610_remaining10allbins_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0253,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0254,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0255,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0256,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0257,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0258,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0259,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2allbins_20260610_wave1plus2allbins_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0260,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0261,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0262,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0263,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0264,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0265,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0266,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p9_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0267,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0268,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0269,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0270,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0271,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0272,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin300_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0273,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0274,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw70_d0p6_cd100nm_wallsink001_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0275,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0276,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0277,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0278,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0279,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0280,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0281,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink001_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0282,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink01_tail_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0283,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink01_tail_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0284,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw80_d0p8_cd100nm_wallsink01_tail_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0285,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw85_d1p4_cd100nm_wallsink001_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0286,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw85_d1p4_cd100nm_wallsink001_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
