rc3_delta_id,path,nodi_sha256,comsol_sha256,delta_status,blocking_mismatch,resolution 
G2AC-DELTA-0001,full_chip/dwg_analysis/FULL_CHIP_PRE_EXPERIMENTAL_MODELING_COMPLETION_BRIEF_FOR_EXTERNAL_AI_REVIEW.md,ed96662d03c9b13d94330cd89760f75e3cce86930b16290c778297ca4f7436dc,ed96662d03c9b13d94330cd89760f75e3cce86930b16290c778297ca4f7436dc,MATCH,false,retain as dossier/fingerprint delta; no authorization effect 
G2AC-DELTA-0338,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage108_sw89_d1p4_cdm100nm_wallsink001_bin500.md,2e86e88fc20ffc492dca1da2efd10ec67d122c540cbac181486f3c716447bf88,2e86e88fc20ffc492dca1da2efd10ec67d122c540cbac181486f3c716447bf88,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0339,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed0Pa_lower200Pa_bin100.md,782eafd9ca425280ed60dc48a9aabdf5c7c55de6ec01a6aecb533a08396eea6a,782eafd9ca425280ed60dc48a9aabdf5c7c55de6ec01a6aecb533a08396eea6a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0340,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed0Pa_lower200Pa_bin100_rescue_zero_iter500.md,043199f7ce8fad2f089f028245e821031a2afc1e7d2c643e8a513590f4813e9f,043199f7ce8fad2f089f028245e821031a2afc1e7d2c643e8a513590f4813e9f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0341,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed0Pa_lower200Pa_bin300.md,d8c7657e91565d35775822e13ca0a0fb6b0ee418038f3f2d53c7e49a29f8a7c8,d8c7657e91565d35775822e13ca0a0fb6b0ee418038f3f2d53c7e49a29f8a7c8,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0342,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed0Pa_lower200Pa_bin500.md,55d6e32d0a751b00190d50c96340c1f2c0915a4d851f6c154ae93884c1cfb61c,55d6e32d0a751b00190d50c96340c1f2c0915a4d851f6c154ae93884c1cfb61c,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0343,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed100Pa_lower200Pa_bin100.md,97d4f51c972a2a83486baf21a0687ecd0663dfe596adf759da13e3ee35d7cb88,97d4f51c972a2a83486baf21a0687ecd0663dfe596adf759da13e3ee35d7cb88,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0344,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed100Pa_lower200Pa_bin100_rescue_zero_iter500.md,5c599b0c053656d02b9b01a8eb328698eb2b06219bdd9b95210b7ba86fdc6eb9,5c599b0c053656d02b9b01a8eb328698eb2b06219bdd9b95210b7ba86fdc6eb9,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0345,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed100Pa_lower200Pa_bin300.md,d8f2f9788abbfae0364ed33f673f77e1902ef603feaf3cea72d1ad568650c312,d8f2f9788abbfae0364ed33f673f77e1902ef603feaf3cea72d1ad568650c312,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0346,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed100Pa_lower200Pa_bin500.md,630eba81bded7aed7865ae96666bc250d32c89bac687ab5df50eddc7259b79b4,630eba81bded7aed7865ae96666bc250d32c89bac687ab5df50eddc7259b79b4,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0347,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed50Pa_lower200Pa_bin100.md,c3eb02e7045980873c39f8eda2f4e2b3b0c6c021c5f52d4865f2847148393b77,c3eb02e7045980873c39f8eda2f4e2b3b0c6c021c5f52d4865f2847148393b77,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0348,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed50Pa_lower200Pa_bin100_rescue_zero_iter500.md,66c3e26d101f15357b7531b034ca9271e13ed9b7eb4e2e50d1a100ab5d43bfe6,66c3e26d101f15357b7531b034ca9271e13ed9b7eb4e2e50d1a100ab5d43bfe6,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0349,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed50Pa_lower200Pa_bin300.md,8d275c2ef880a53d71841a1ce828765f492eb5171ec17c86d2bc05541b7fec7b,8d275c2ef880a53d71841a1ce828765f492eb5171ec17c86d2bc05541b7fec7b,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0350,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw80_d0p8_cd100nm_bleed50Pa_lower200Pa_bin500.md,33bf057237f7c10a983be697b72562afd2ef020fe0e551b882db4c1642a48107,33bf057237f7c10a983be697b72562afd2ef020fe0e551b882db4c1642a48107,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0351,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed0Pa_lower200Pa_bin100.md,84c1c70893ceec85b50609b61b74dee5cb30d3db0d745c16e3758f1b3fbd4814,84c1c70893ceec85b50609b61b74dee5cb30d3db0d745c16e3758f1b3fbd4814,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0352,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed0Pa_lower200Pa_bin300.md,3a777d84d62d7112571d0d63561f936840ef43bcdd164cd257855b5958890004,3a777d84d62d7112571d0d63561f936840ef43bcdd164cd257855b5958890004,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0353,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed0Pa_lower200Pa_bin500.md,7c7036e51f9a9db974d5807d35498b4a9b24c54acbb217c733ff8617caccccca,7c7036e51f9a9db974d5807d35498b4a9b24c54acbb217c733ff8617caccccca,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0354,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed100Pa_lower200Pa_bin100.md,312fa7ade8ae048e19ca3f1e805bab00896214e802ab18867ff4ba2fb0ebd54d,312fa7ade8ae048e19ca3f1e805bab00896214e802ab18867ff4ba2fb0ebd54d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0355,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed100Pa_lower200Pa_bin300.md,14e48b9ab31d3a206a11566668b1eae27f256bd0471407b023b454ba05307c92,14e48b9ab31d3a206a11566668b1eae27f256bd0471407b023b454ba05307c92,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0356,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed100Pa_lower200Pa_bin500.md,a4fab9ea54c3b7b65c451cbfa60559b404ef996e7a4e80b1283bb818a53369ed,a4fab9ea54c3b7b65c451cbfa60559b404ef996e7a4e80b1283bb818a53369ed,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0357,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed50Pa_lower200Pa_bin100.md,db447418941828667f6c445a86515497a6c74e2e15f2943de965f0d1c961f963,db447418941828667f6c445a86515497a6c74e2e15f2943de965f0d1c961f963,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0358,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed50Pa_lower200Pa_bin300.md,b2cdf53e5c0c0f8057dd2c129ca35a233530c46b72e9fc80e4675d9c13035625,b2cdf53e5c0c0f8057dd2c129ca35a233530c46b72e9fc80e4675d9c13035625,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0359,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw85_d1p4_cd100nm_bleed50Pa_lower200Pa_bin500.md,33c1ceb0c9bfe2521147d76bf3f1a79c44bbde8a0cc331eb2f5b0cd9a5e30947,33c1ceb0c9bfe2521147d76bf3f1a79c44bbde8a0cc331eb2f5b0cd9a5e30947,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0360,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed0Pa_lower200Pa_bin100.md,dd0977f4b763cc8b4702e6889e38bf1b3d2e166486bdac658b4fdd651e56cd71,dd0977f4b763cc8b4702e6889e38bf1b3d2e166486bdac658b4fdd651e56cd71,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0361,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed0Pa_lower200Pa_bin100_rescue_zero_iter500.md,7e004337b98ac684f3ff301d0430c487a8573545843b75eef67c17b2ce37423d,7e004337b98ac684f3ff301d0430c487a8573545843b75eef67c17b2ce37423d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0362,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed0Pa_lower200Pa_bin300.md,ecaaa61e5f3f9eb9432c4eaa73afc8b190a9af19631ee6245c116c11dfe31c45,ecaaa61e5f3f9eb9432c4eaa73afc8b190a9af19631ee6245c116c11dfe31c45,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0363,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed0Pa_lower200Pa_bin500.md,fdc557a074bf50ac22b000e57b12d4b2f33e0c9b4e672f66138fd0aeaf58c92d,fdc557a074bf50ac22b000e57b12d4b2f33e0c9b4e672f66138fd0aeaf58c92d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0364,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed100Pa_lower200Pa_bin100.md,99234672283658c603f88ce7e0f4d18eac75c7e02a1b6aa235b3127673affc3e,99234672283658c603f88ce7e0f4d18eac75c7e02a1b6aa235b3127673affc3e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0365,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed100Pa_lower200Pa_bin100_rescue_zero_iter500.md,78a351f677433b1457decba47c3cc4b8978e732760a32ed9a86574f7d518de49,78a351f677433b1457decba47c3cc4b8978e732760a32ed9a86574f7d518de49,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0366,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed100Pa_lower200Pa_bin300.md,b09b6165a19aec943e6c99457ec514300e1e5a9fa07d26abf865698373ea6933,b09b6165a19aec943e6c99457ec514300e1e5a9fa07d26abf865698373ea6933,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0367,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed100Pa_lower200Pa_bin500.md,273205569af1c5f9a1e384cd833b7f8d112e41565c0a4b5970653097877c8891,273205569af1c5f9a1e384cd833b7f8d112e41565c0a4b5970653097877c8891,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0368,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed50Pa_lower200Pa_bin100.md,14f2d552ad96efd2deded4fc0a972ebe7d65d2c4bc707735f07a038b02d66ef3,14f2d552ad96efd2deded4fc0a972ebe7d65d2c4bc707735f07a038b02d66ef3,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0369,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed50Pa_lower200Pa_bin100_rescue_zero_iter500.md,68f62f3f2b455d390c06fde3ac7d8b1ffda4c7de9f3dfd8980276dd3bbece353,68f62f3f2b455d390c06fde3ac7d8b1ffda4c7de9f3dfd8980276dd3bbece353,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0370,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed50Pa_lower200Pa_bin300.md,77b320c432c7df5653c5bc47051b590fdaa011f34c57a524713d27660cfba588,77b320c432c7df5653c5bc47051b590fdaa011f34c57a524713d27660cfba588,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0371,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage109ff_sw89_d1p4_cd100nm_bleed50Pa_lower200Pa_bin500.md,bed8017fa4684e9bfc1572e01c7f0c23215d9d272f6585a6d6eeadeb9a24945f,bed8017fa4684e9bfc1572e01c7f0c23215d9d272f6585a6d6eeadeb9a24945f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0372,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_bin100_smoke.md,61058b146adde8b81433f1bc36a2d692a095cb23681b92e87ea98245a5354490,61058b146adde8b81433f1bc36a2d692a095cb23681b92e87ea98245a5354490,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0373,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_bin150_nostab_balancecheck.md,9824d538692ff67893e6f8eb98964e40ea0e15e3d550bff3b0b9a2bf4c24f9c7,9824d538692ff67893e6f8eb98964e40ea0e15e3d550bff3b0b9a2bf4c24f9c7,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0374,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_bin220_nostab_balancecheck.md,23237a52c65fa884c154f8262cad16616ea444146cc62bb7bf335b68ad9d9d0a,23237a52c65fa884c154f8262cad16616ea444146cc62bb7bf335b68ad9d9d0a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0375,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_bin300_nostab_balancecheck.md,4b1c009e4e900c69a1b6ff70142d766e79f2c2fcf12f774ec61c9a4346525589,4b1c009e4e900c69a1b6ff70142d766e79f2c2fcf12f774ec61c9a4346525589,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0376,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_bin500_nostab_balancecheck.md,4fbb559f1eacb4a5b62ede0e62c191bff1bc9b37126770ec6738d1d2fff65a04,4fbb559f1eacb4a5b62ede0e62c191bff1bc9b37126770ec6738d1d2fff65a04,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0377,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin100.md,a0ef36b1ce1d9b983a596e549674bcaa106ede5e89ba59e5eeb30b600f74e5ce,a0ef36b1ce1d9b983a596e549674bcaa106ede5e89ba59e5eeb30b600f74e5ce,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0378,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin150.md,d0685454fd6eef82f3716a8f3629992637ed66f155a854765e34d9e735eb789c,d0685454fd6eef82f3716a8f3629992637ed66f155a854765e34d9e735eb789c,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0379,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin220.md,fb6a234cae555b39081a06246ccae629713010c9c81284f509a59d53b132ce5c,fb6a234cae555b39081a06246ccae629713010c9c81284f509a59d53b132ce5c,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0380,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin30.md,15004c1d16d5b632dd91cfd381bf31932ec0eeba6988158a92a7b77b4b999e07,15004c1d16d5b632dd91cfd381bf31932ec0eeba6988158a92a7b77b4b999e07,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0381,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin300.md,34e80efc663c0c153d76a3bc2d90f261e0f1363f023d3bf30322cfd58f0d4989,34e80efc663c0c153d76a3bc2d90f261e0f1363f023d3bf30322cfd58f0d4989,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0382,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin50.md,5be5bab9ee41e5d0c0c8faea6f80256e02e2ffc5ea2858fb7ac2df1d05ce9097,5be5bab9ee41e5d0c0c8faea6f80256e02e2ffc5ea2858fb7ac2df1d05ce9097,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0383,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage123_refined5ch_hmax0p7_typical_wallsink001_correctedkd_bin500.md,6be5a8ad3eccb3db6995060b3b5b53217d83d84c48d47f534f5d5c84062b670e,6be5a8ad3eccb3db6995060b3b5b53217d83d84c48d47f534f5d5c84062b670e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0384,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_stage24_rebuild_stage117_bonded_ports_allbins_20260619.md,c0bbb4795372335ef42017454883ae160acd2bac82e20c24631ddf86b57094dd,c0bbb4795372335ef42017454883ae160acd2bac82e20c24631ddf86b57094dd,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0385,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_strongsink_audit_stage117_bonded_ports_bin100_sink0p1_20260607.md,8bc9f29cddf22db5b076c34be87630a7539d57eadf9b77be64f0e0f41f27f09d,8bc9f29cddf22db5b076c34be87630a7539d57eadf9b77be64f0e0f41f27f09d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0386,full_chip/dwg_analysis/FULL_CHIP_STAGE26_MONTE_CARLO_CLOGGING_AUDIT_literature_envelope_seed1.md,c158442ef45d84c9ec12eed94c3f4dc58b5c2f67ea2f1aed4c1968a43dea4874,c158442ef45d84c9ec12eed94c3f4dc58b5c2f67ea2f1aed4c1968a43dea4874,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0387,full_chip/dwg_analysis/FULL_CHIP_STAGE30_PLUS_ROADMAP_SYNTHESIS.md,7a71d8f6120393697097c00dc86dd815e92425c5e7d4b0feb39200823dd20053,7a71d8f6120393697097c00dc86dd815e92425c5e7d4b0feb39200823dd20053,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0388,full_chip/dwg_analysis/FULL_CHIP_STAGE30_TO_39_EXECUTION_SUMMARY.md,8e61249e226b8955a746a49f6876c3cacd81bdddabf2429c01f882859c40f934,8e61249e226b8955a746a49f6876c3cacd81bdddabf2429c01f882859c40f934,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0389,full_chip/dwg_analysis/FULL_CHIP_STAGE44_TO_50_P2_TO_P10_REALISM_EXECUTION_SUMMARY.md,6e1076257dc5be22f95abec651c5e8b1a560ee522324dfc2f39fc3cab82e4d49,6e1076257dc5be22f95abec651c5e8b1a560ee522324dfc2f39fc3cab82e4d49,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0390,full_chip/dwg_analysis/TEMP_EXTERNAL_AI_REVIEW_PROMPT_FOR_FULL_CHIP.md,0b9cd8270f7576f594a01d72b068c9a3f32c6479d6930694730a042af5e3ada8,0b9cd8270f7576f594a01d72b068c9a3f32c6479d6930694730a042af5e3ada8,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0391,full_chip/dwg_analysis/TEMP_FULL_CHIP_MODELING_AND_SIMULATION_BRIEF_FOR_EXTERNAL_AI_REVIEW.md,7411eb08b43cf22a15ad9f20fb8b2adca114f95568fc05ab37839a6a80ea48bd,7411eb08b43cf22a15ad9f20fb8b2adca114f95568fc05ab37839a6a80ea48bd,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0392,full_chip/dwg_analysis/stage12_full_chip_physics_parameter_library.json,8f9abd2a2d1930bf5a348d5baf93541b6f314882b20c87f439239bf40bbe5c50,8f9abd2a2d1930bf5a348d5baf93541b6f314882b20c87f439239bf40bbe5c50,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0393,full_chip/dwg_analysis/stage148_top_priority_cases.csv,4da3364c8713f707a4b89b9f2cdd63a835124a35419a5d2b63a86a3c6cf129be,4da3364c8713f707a4b89b9f2cdd63a835124a35419a5d2b63a86a3c6cf129be,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0394,full_chip/dwg_analysis/stage31_edge_failed_L10_nominal_3e9_per_ml_rescaled_summary.csv,33d02f49d3443785c64b6dde8b8b7100fbc36a176ac3e5b6819275480c8fd98e,33d02f49d3443785c64b6dde8b8b7100fbc36a176ac3e5b6819275480c8fd98e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0395,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_001_W800_D900_A85_220NM_raw_bin_integrals.csv,c2ec42f945e082e3c08b34076a2437dfcfda6bb58bc8e52eb30158250184c531,c2ec42f945e082e3c08b34076a2437dfcfda6bb58bc8e52eb30158250184c531,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0396,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_001_W800_D900_A85_220NM_transported_position_distribution.csv,5c37c9b25599a3cbeea8b93ad56c705a3d246924d47d322f622c0d00804c8f40,5c37c9b25599a3cbeea8b93ad56c705a3d246924d47d322f622c0d00804c8f40,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0397,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_002_W800_D900_A85_300NM_raw_bin_integrals.csv,29a3803e77681811af0bf3cc9e8a66251041340bef6f72968d7bd65d18c4e37a,29a3803e77681811af0bf3cc9e8a66251041340bef6f72968d7bd65d18c4e37a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0398,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_002_W800_D900_A85_300NM_transported_position_distribution.csv,c69e964477ea1ffb1cd39d6cc2148086a442ac6c166be39938cc1749e4b0487e,c69e964477ea1ffb1cd39d6cc2148086a442ac6c166be39938cc1749e4b0487e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0399,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_003_W800_D1200_A87_220NM_raw_bin_integrals.csv,8d69d1f0f6e3557ece8942070b20e30cb5b8cd15b36062dc65f193f9ae5b122e,8d69d1f0f6e3557ece8942070b20e30cb5b8cd15b36062dc65f193f9ae5b122e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0400,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_003_W800_D1200_A87_220NM_transported_position_distribution.csv,cb9526c2a76a8168f597fb9fbb7e5a30aec2c1145fdbb00b99594a7b99c5d1de,cb9526c2a76a8168f597fb9fbb7e5a30aec2c1145fdbb00b99594a7b99c5d1de,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0401,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_004_W800_D1200_A87_300NM_raw_bin_integrals.csv,6ee9499fa9362866dc1a5878fec7d97c712b25184e62349c2e5805654ce0c74a,6ee9499fa9362866dc1a5878fec7d97c712b25184e62349c2e5805654ce0c74a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
