mutation_id,mutation_family,property_family,mutation_name,mutated_value,property_issue,expected_result,expected_fail_reason,not_evidence,authorization_flags_false
G2AA-MUT-0302,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_9,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0303,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_10,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0304,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_11,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0305,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_12,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0306,false_negative_control,false_negative_control,policy_use_requested_true_without_evidence,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0307,false_negative_control,false_negative_control,formal_qch_sidecar_true_without_sidecar,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0308,false_negative_control,false_negative_control,production_flag_true_in_template,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0309,false_negative_control,false_negative_control,runtime_flag_true_in_fixture,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0310,false_negative_control,false_negative_control,accepted_expansion_true_in_edge_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0311,false_negative_control,false_negative_control,direct_prs_bin_true_in_edge_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0312,false_negative_control,false_negative_control,jrc_authorized_true_in_qch_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0313,false_negative_control,false_negative_control,authorization_true_hidden_in_adapter,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0314,false_negative_control,false_negative_control,policy_use_requested_true_without_evidence,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0315,false_negative_control,false_negative_control,formal_qch_sidecar_true_without_sidecar,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0316,false_negative_control,false_negative_control,production_flag_true_in_template,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0317,false_negative_control,false_negative_control,runtime_flag_true_in_fixture,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0318,false_negative_control,false_negative_control,accepted_expansion_true_in_edge_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0319,false_negative_control,false_negative_control,direct_prs_bin_true_in_edge_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
G2AA-MUT-0320,false_negative_control,false_negative_control,jrc_authorized_true_in_qch_row,true,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,false
