parent_child_map_id,parent_nodi_register_row_id,parent_source_artifact,parent_source_row_count,child_gate2b_context_row_id,child_source_artifact,child_source_row_identity,child_source_row_type,child_route_key,child_NODI_view,child_diameter_nm,child_bin_basis,child_tpd_bin_label,parent_ledger_acceptance_status,child_support_row_acceptance_status,grain_level_authorization,decision_use_allowed,can_enter_weighting,can_enter_jrc,is_chi_selected,is_production_ingestion,is_runtime_configuration
MAP-G2B_ALLOWED_CTX_070,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_070,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_071,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_071,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_072,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_072,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_073,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_073,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_074,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_074,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_075,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_075,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_076,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_076,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_077,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_077,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_078,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_078,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_079,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_079,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_080,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_080,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
