scan_id,source_side,path,forbidden_term,term_present,context_classification,drift_status
NODI-G2W-FORBID-03349,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03350,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03351,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03352,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03353,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03354,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03355,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03356,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03357,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03358,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03359,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03360,COMSOL,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03361,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03362,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03363,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03364,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03365,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03366,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,JOINT_ROUTE_CLASS,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03367,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03368,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03369,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03370,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03371,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03372,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03373,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03374,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03375,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,fabrication release,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03376,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,runtime configuration,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03377,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,production ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03378,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03379,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03380,COMSOL,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03381,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03382,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03383,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03384,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03385,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,route_score,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03386,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03387,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03388,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03389,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03390,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03391,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03392,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03393,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03394,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03395,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03396,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03397,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03398,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,formula use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03399,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03400,COMSOL,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,grain-level ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03401,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03402,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03403,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03404,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03405,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,route_score,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03406,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03407,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03408,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03409,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03410,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03411,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03412,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03413,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03414,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03415,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03416,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03417,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03418,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,formula use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03419,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,direct PRS edge20 bin use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03420,COMSOL,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,grain-level ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03421,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03422,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03423,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03424,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03425,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,route_score,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03426,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03427,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03428,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03429,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03430,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03431,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03432,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03433,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03434,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03435,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03436,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03437,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03438,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,formula use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03439,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,direct PRS edge20 bin use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03440,COMSOL,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,grain-level ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03441,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03442,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03443,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03444,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03445,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03446,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,JOINT_ROUTE_CLASS,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03447,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03448,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03449,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03450,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03451,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03452,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03453,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03454,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03455,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,fabrication release,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03456,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03457,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03458,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03459,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03460,COMSOL,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03461,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03462,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03463,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03464,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03465,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03466,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03467,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03468,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03469,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-03470,COMSOL,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
