isolation_case_id,case_family,workstream_under_rehearsal,actual_nodi_disposition,leakage_detected,leakage_handling,edge_only_template_approved,qch_bypassed,binding_bypassed,authorization_promotion
G8F-ISO-00392,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00393,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00394,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00395,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00396,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00397,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00398,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00399,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00400,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00401,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00402,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00403,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00404,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00405,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00406,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00407,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00408,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00409,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00410,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00411,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00412,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00413,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00414,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00415,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00416,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00417,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00418,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00419,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00420,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00421,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00422,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00423,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00424,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00425,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00426,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00427,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00428,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00429,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00430,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00431,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00432,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00433,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00434,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00435,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00436,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00437,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00438,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00439,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00440,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00441,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00442,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00443,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00444,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00445,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00446,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00447,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00448,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00449,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00450,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00451,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00452,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00453,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00454,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00455,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00456,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00457,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00458,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00459,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00460,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00461,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00462,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00463,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00464,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00465,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00466,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00467,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00468,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00469,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00470,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00471,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00472,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00473,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00474,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00475,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00476,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00477,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00478,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00479,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00480,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00481,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00482,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00483,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00484,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00485,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00486,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00487,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00488,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00489,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00490,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00491,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00492,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00493,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00494,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00495,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00496,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00497,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00498,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00499,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00500,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00501,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00502,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00503,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00504,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00505,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00506,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00507,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00508,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00509,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00510,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00511,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00512,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00513,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00514,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00515,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00516,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00517,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00518,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00519,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00520,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00521,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00522,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00523,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00524,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00525,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00526,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00527,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00528,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00529,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00530,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00531,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00532,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00533,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00534,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00535,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00536,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00537,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00538,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00539,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00540,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00541,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00542,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00543,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00544,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00545,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00546,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00547,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00548,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00549,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00550,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00551,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00552,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00553,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00554,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00555,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00556,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00557,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00558,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00559,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00560,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00561,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00562,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00563,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00564,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00565,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00566,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00567,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00568,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00569,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00570,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00571,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00572,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00573,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00574,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00575,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00576,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00577,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00578,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00579,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00580,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00581,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00582,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00583,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00584,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00585,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00586,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00587,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
