mutation_id,mutation_family,expected_result,observed_disposition,validation_status
G3F-MUT-0402,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0403,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0404,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0405,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0406,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0407,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0408,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0409,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0410,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0411,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0412,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0413,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0414,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0415,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0416,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0417,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0418,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0419,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0420,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0421,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0422,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0423,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0424,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0425,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0426,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0427,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0428,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0429,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0430,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0431,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0432,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0433,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0434,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0435,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0436,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0437,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0438,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0439,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0440,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0441,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0442,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0443,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0444,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0445,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0446,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0447,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0448,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0449,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0450,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0451,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0452,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0453,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0454,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0455,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0456,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0457,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0458,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0459,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0460,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0461,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0462,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0463,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0464,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0465,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0466,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0467,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0468,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0469,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0470,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0471,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0472,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0473,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0474,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0475,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0476,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0477,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0478,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0479,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0480,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0481,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0482,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0483,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0484,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0485,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0486,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0487,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0488,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0489,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0490,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0491,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0492,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0493,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0494,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0495,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0496,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0497,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0498,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0499,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0500,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0501,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0502,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0503,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0504,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0505,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0506,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0507,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0508,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0509,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0510,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0511,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0512,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0513,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0514,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0515,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0516,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0517,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0518,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0519,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0520,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0521,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0522,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0523,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0524,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0525,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0526,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0527,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0528,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0529,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0530,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0531,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0532,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0533,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0534,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0535,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0536,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0537,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0538,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0539,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0540,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0541,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0542,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0543,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0544,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0545,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0546,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0547,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0548,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0549,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0550,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0551,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0552,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0553,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0554,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0555,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0556,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0557,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0558,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0559,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0560,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0561,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0562,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0563,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0564,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0565,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0566,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0567,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0568,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0569,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0570,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0571,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0572,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0573,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0574,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0575,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0576,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0577,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0578,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0579,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0580,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0581,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0582,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0583,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0584,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0585,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0586,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0587,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0588,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0589,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0590,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0591,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0592,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0593,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0594,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0595,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0596,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0597,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0598,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0599,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0600,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0601,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0602,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
