adjudication_id,source_side,source_row_id,source_row_kind,workstream,disposition,reason,required_next_gate,delta_class,policy_relevant_conflict,gate2d_ledger_impact,edge_policy_state,qch_sidecar_state,binding_state,allowed_use,blocked_use,future_authorization_required
G3A-ADJ-0001,NODI,G2Z-DOSSIER-0001,dossier,EDGE,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0068,COMSOL,G2Z-DOSSIER-0068,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0069,COMSOL,G2Z-DOSSIER-0069,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0070,COMSOL,G2Z-DOSSIER-0070,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0071,COMSOL,G2Z-DOSSIER-0071,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0072,COMSOL,G2Z-DOSSIER-0072,dossier,QCH,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0073,COMSOL,G2Z-DOSSIER-0073,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0074,COMSOL,G2Z-DOSSIER-0074,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0075,COMSOL,G2Z-DOSSIER-0075,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0076,COMSOL,G2Z-DOSSIER-0076,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0077,COMSOL,G2Z-DOSSIER-0077,dossier,QCH,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0078,COMSOL,G2Z-DOSSIER-0078,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0079,COMSOL,G2Z-DOSSIER-0079,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0080,COMSOL,G2Z-DOSSIER-0080,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0081,COMSOL,G2Z-DOSSIER-0081,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0082,COMSOL,G2Z-DOSSIER-0082,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0083,COMSOL,G2Z-DOSSIER-0083,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0084,COMSOL,G2Z-DOSSIER-0084,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0085,COMSOL,G2Z-DOSSIER-0085,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0086,COMSOL,G2Z-DOSSIER-0086,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0087,COMSOL,G2Z-DOSSIER-0087,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0088,COMSOL,G2Z-DOSSIER-0088,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0089,COMSOL,G2Z-DOSSIER-0089,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0090,COMSOL,G2Z-DOSSIER-0090,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0091,COMSOL,G2Z-DOSSIER-0091,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0092,COMSOL,G2Z-DOSSIER-0092,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0093,COMSOL,G2Z-DOSSIER-0093,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0094,COMSOL,G2Z-DOSSIER-0094,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0095,COMSOL,G2Z-DOSSIER-0095,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0096,COMSOL,G2Z-DOSSIER-0096,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0097,COMSOL,G2Z-DOSSIER-0097,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0098,COMSOL,G2Z-DOSSIER-0098,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0099,COMSOL,G2Z-DOSSIER-0099,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0100,COMSOL,G2Z-DOSSIER-0100,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0101,COMSOL,G2Z-DOSSIER-0101,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0102,COMSOL,G2Z-DOSSIER-0102,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0103,COMSOL,G2Z-DOSSIER-0103,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0104,COMSOL,G2Z-DOSSIER-0104,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0105,COMSOL,G2Z-DOSSIER-0105,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0106,COMSOL,G2Z-DOSSIER-0106,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0107,COMSOL,G2Z-DOSSIER-0107,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0108,COMSOL,G2Z-DOSSIER-0108,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0109,COMSOL,G2Z-DOSSIER-0109,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0110,COMSOL,G2Z-DOSSIER-0110,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0111,COMSOL,G2Z-DOSSIER-0111,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0112,COMSOL,G2Z-DOSSIER-0112,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0113,COMSOL,G2Z-DOSSIER-0113,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0114,COMSOL,G2Z-DOSSIER-0114,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0115,COMSOL,G2Z-DOSSIER-0115,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0116,COMSOL,G2Z-DOSSIER-0116,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0117,COMSOL,G2Z-DOSSIER-0117,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0118,COMSOL,G2Z-DOSSIER-0118,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0119,COMSOL,G2Z-DOSSIER-0119,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0120,COMSOL,G2Z-DOSSIER-0120,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0121,COMSOL,G2Z-DOSSIER-0121,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0122,COMSOL,G2Z-DOSSIER-0122,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0123,COMSOL,G2Z-DOSSIER-0123,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0124,COMSOL,G2Z-DOSSIER-0124,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0125,COMSOL,G2Z-DOSSIER-0125,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0126,COMSOL,G2Z-DOSSIER-0126,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0127,COMSOL,G2Z-DOSSIER-0127,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0128,COMSOL,G2Z-DOSSIER-0128,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0129,COMSOL,G2Z-DOSSIER-0129,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0130,COMSOL,G2Z-DOSSIER-0130,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0131,COMSOL,G2Z-DOSSIER-0131,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0132,COMSOL,G2Z-DOSSIER-0132,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0133,COMSOL,G2Z-DOSSIER-0133,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0134,COMSOL,G2Z-DOSSIER-0134,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0135,COMSOL,G2Z-DOSSIER-0135,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0136,COMSOL,G2Z-DOSSIER-0136,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0137,COMSOL,G2Z-DOSSIER-0137,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0138,COMSOL,G2Z-DOSSIER-0138,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
