combined_id,source_side,mutation_id,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion,mutation_type 
G5F-COMBINED-0972,COMSOL_GATE4G,G4G-MUT-0212,comsol_probe_template_only+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0973,COMSOL_GATE4G,G4G-MUT-0213,comsol_probe_template_only+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0974,COMSOL_GATE4G,G4G-MUT-0214,comsol_probe_template_only+accepted_expansion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0975,COMSOL_GATE4G,G4G-MUT-0215,comsol_probe_template_only+accepted_expansion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0976,COMSOL_GATE4G,G4G-MUT-0216,comsol_probe_template_only+accepted_expansion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0977,COMSOL_GATE4G,G4G-MUT-0217,comsol_probe_template_only+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0978,COMSOL_GATE4G,G4G-MUT-0218,comsol_probe_template_only+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0979,COMSOL_GATE4G,G4G-MUT-0219,comsol_probe_template_only+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0980,COMSOL_GATE4G,G4G-MUT-0220,comsol_probe_template_only+q_ch_weighting_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0981,COMSOL_GATE4G,G4G-MUT-0221,comsol_probe_template_only+q_ch_weighting_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0982,COMSOL_GATE4G,G4G-MUT-0222,comsol_probe_template_only+q_ch_weighting_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0983,COMSOL_GATE4G,G4G-MUT-0223,comsol_probe_template_only+q_ch_eta_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0984,COMSOL_GATE4G,G4G-MUT-0224,comsol_probe_template_only+q_ch_eta_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0985,COMSOL_GATE4G,G4G-MUT-0225,comsol_probe_template_only+q_ch_eta_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0986,COMSOL_GATE4G,G4G-MUT-0226,comsol_probe_template_only+q_ch_eta_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0987,COMSOL_GATE4G,G4G-MUT-0227,comsol_probe_template_only+q_ch_eta_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0988,COMSOL_GATE4G,G4G-MUT-0228,comsol_probe_template_only+q_ch_eta_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0989,COMSOL_GATE4G,G4G-MUT-0229,comsol_probe_template_only+chi_selected_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0990,COMSOL_GATE4G,G4G-MUT-0230,comsol_probe_template_only+chi_selected_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0991,COMSOL_GATE4G,G4G-MUT-0231,comsol_probe_template_only+chi_selected_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0992,COMSOL_GATE4G,G4G-MUT-0232,comsol_probe_template_only+chi_selected_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0993,COMSOL_GATE4G,G4G-MUT-0233,comsol_probe_template_only+chi_selected_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0994,COMSOL_GATE4G,G4G-MUT-0234,comsol_probe_template_only+chi_selected_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0995,COMSOL_GATE4G,G4G-MUT-0235,comsol_probe_template_only+JRC_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0996,COMSOL_GATE4G,G4G-MUT-0236,comsol_probe_template_only+JRC_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0997,COMSOL_GATE4G,G4G-MUT-0237,comsol_probe_template_only+JRC_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0998,COMSOL_GATE4G,G4G-MUT-0238,comsol_probe_template_only+JRC_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-0999,COMSOL_GATE4G,G4G-MUT-0239,comsol_probe_template_only+JRC_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1000,COMSOL_GATE4G,G4G-MUT-0240,comsol_probe_template_only+JRC_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1001,COMSOL_GATE4G,G4G-MUT-0241,comsol_probe_template_only+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1002,COMSOL_GATE4G,G4G-MUT-0242,comsol_probe_template_only+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1003,COMSOL_GATE4G,G4G-MUT-0243,comsol_probe_template_only+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1004,COMSOL_GATE4G,G4G-MUT-0244,comsol_probe_template_only+numeric_bound_invented,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1005,COMSOL_GATE4G,G4G-MUT-0245,comsol_probe_template_only+numeric_bound_invented,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1006,COMSOL_GATE4G,G4G-MUT-0246,comsol_probe_template_only+numeric_bound_invented,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1007,COMSOL_GATE4G,G4G-MUT-0247,comsol_probe_template_only+formal_qch_sidecar_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1008,COMSOL_GATE4G,G4G-MUT-0248,comsol_probe_template_only+formal_qch_sidecar_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1009,COMSOL_GATE4G,G4G-MUT-0249,comsol_probe_template_only+formal_qch_sidecar_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1010,COMSOL_GATE4G,G4G-MUT-0250,comsol_probe_template_only+formal_qch_sidecar_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1011,COMSOL_GATE4G,G4G-MUT-0251,comsol_probe_template_only+formal_qch_sidecar_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1012,COMSOL_GATE4G,G4G-MUT-0252,comsol_probe_template_only+formal_qch_sidecar_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1013,COMSOL_GATE4G,G4G-MUT-0253,comsol_probe_template_only+edge_policy_approved_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1014,COMSOL_GATE4G,G4G-MUT-0254,comsol_probe_template_only+edge_policy_approved_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1015,COMSOL_GATE4G,G4G-MUT-0255,comsol_probe_template_only+edge_policy_approved_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1016,COMSOL_GATE4G,G4G-MUT-0256,comsol_probe_template_only+edge_policy_approved_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1017,COMSOL_GATE4G,G4G-MUT-0257,comsol_probe_template_only+edge_policy_approved_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1018,COMSOL_GATE4G,G4G-MUT-0258,comsol_probe_template_only+edge_policy_approved_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1019,COMSOL_GATE4G,G4G-MUT-0259,comsol_probe_template_only+binding_220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1020,COMSOL_GATE4G,G4G-MUT-0260,comsol_probe_template_only+binding_220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1021,COMSOL_GATE4G,G4G-MUT-0261,comsol_probe_template_only+binding_220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1022,COMSOL_GATE4G,G4G-MUT-0262,comsol_probe_template_only+binding_220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1023,COMSOL_GATE4G,G4G-MUT-0263,comsol_probe_template_only+binding_220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1024,COMSOL_GATE4G,G4G-MUT-0264,comsol_probe_template_only+binding_220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1025,COMSOL_GATE4G,G4G-MUT-0265,comsol_probe_template_only+binding_D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1026,COMSOL_GATE4G,G4G-MUT-0266,comsol_probe_template_only+binding_D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1027,COMSOL_GATE4G,G4G-MUT-0267,comsol_probe_template_only+binding_D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1028,COMSOL_GATE4G,G4G-MUT-0268,comsol_probe_template_only+binding_D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1029,COMSOL_GATE4G,G4G-MUT-0269,comsol_probe_template_only+binding_D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1030,COMSOL_GATE4G,G4G-MUT-0270,comsol_probe_template_only+binding_D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1031,COMSOL_GATE4G,G4G-MUT-0271,comsol_probe_template_only+binding_missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1032,COMSOL_GATE4G,G4G-MUT-0272,comsol_probe_template_only+binding_missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1033,COMSOL_GATE4G,G4G-MUT-0273,comsol_probe_template_only+binding_missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1034,COMSOL_GATE4G,G4G-MUT-0274,comsol_probe_template_only+binding_missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1035,COMSOL_GATE4G,G4G-MUT-0275,comsol_probe_template_only+binding_missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1036,COMSOL_GATE4G,G4G-MUT-0276,comsol_probe_template_only+binding_missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1037,COMSOL_GATE4G,G4G-MUT-0277,comsol_probe_template_only+localq_promoted_to_weighting,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1038,COMSOL_GATE4G,G4G-MUT-0278,comsol_probe_template_only+localq_promoted_to_weighting,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1039,COMSOL_GATE4G,G4G-MUT-0279,comsol_probe_template_only+localq_promoted_to_weighting,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1040,COMSOL_GATE4G,G4G-MUT-0280,comsol_probe_template_only+localq_promoted_to_weighting,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1041,COMSOL_GATE4G,G4G-MUT-0281,comsol_probe_template_only+localq_promoted_to_weighting,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1042,COMSOL_GATE4G,G4G-MUT-0282,comsol_probe_template_only+localq_promoted_to_weighting,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1043,COMSOL_GATE4G,G4G-MUT-0283,comsol_probe_template_only+v4_runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1044,COMSOL_GATE4G,G4G-MUT-0284,comsol_probe_template_only+v4_runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1045,COMSOL_GATE4G,G4G-MUT-0285,comsol_probe_template_only+v4_runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1046,COMSOL_GATE4G,G4G-MUT-0286,comsol_probe_template_only+v4_runtime_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1047,COMSOL_GATE4G,G4G-MUT-0287,comsol_probe_template_only+v4_runtime_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1048,COMSOL_GATE4G,G4G-MUT-0288,comsol_probe_template_only+v4_runtime_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1049,COMSOL_GATE4G,G4G-MUT-0289,comsol_probe_template_only+strong_claim_positive_output,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1050,COMSOL_GATE4G,G4G-MUT-0290,comsol_probe_template_only+strong_claim_positive_output,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1051,COMSOL_GATE4G,G4G-MUT-0291,comsol_probe_template_only+strong_claim_positive_output,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1052,COMSOL_GATE4G,G4G-MUT-0292,comsol_probe_template_only+strong_claim_positive_output,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1053,COMSOL_GATE4G,G4G-MUT-0293,comsol_probe_template_only+strong_claim_positive_output,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1054,COMSOL_GATE4G,G4G-MUT-0294,comsol_probe_template_only+strong_claim_positive_output,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1055,COMSOL_GATE4G,G4G-MUT-0295,comsol_probe_template_only+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1056,COMSOL_GATE4G,G4G-MUT-0296,comsol_probe_template_only+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1057,COMSOL_GATE4G,G4G-MUT-0297,comsol_probe_template_only+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1058,COMSOL_GATE4G,G4G-MUT-0298,comsol_probe_template_only+missing_source_sha,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1059,COMSOL_GATE4G,G4G-MUT-0299,comsol_probe_template_only+missing_source_sha,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1060,COMSOL_GATE4G,G4G-MUT-0300,comsol_probe_template_only+missing_source_sha,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1061,COMSOL_GATE4G,G4G-MUT-0301,comsol_probe_template_only+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1062,COMSOL_GATE4G,G4G-MUT-0302,comsol_probe_template_only+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1063,COMSOL_GATE4G,G4G-MUT-0303,comsol_probe_template_only+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1064,COMSOL_GATE4G,G4G-MUT-0304,comsol_probe_template_only+missing_units,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1065,COMSOL_GATE4G,G4G-MUT-0305,comsol_probe_template_only+missing_units,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1066,COMSOL_GATE4G,G4G-MUT-0306,comsol_probe_template_only+missing_units,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1067,COMSOL_GATE4G,G4G-MUT-0307,comsol_probe_template_only+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1068,COMSOL_GATE4G,G4G-MUT-0308,comsol_probe_template_only+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1069,COMSOL_GATE4G,G4G-MUT-0309,comsol_probe_template_only+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1070,COMSOL_GATE4G,G4G-MUT-0310,comsol_probe_template_only+missing_normalization,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1071,COMSOL_GATE4G,G4G-MUT-0311,comsol_probe_template_only+missing_normalization,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1072,COMSOL_GATE4G,G4G-MUT-0312,comsol_probe_template_only+missing_normalization,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1073,COMSOL_GATE4G,G4G-MUT-0313,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1074,COMSOL_GATE4G,G4G-MUT-0314,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1075,COMSOL_GATE4G,G4G-MUT-0315,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1076,COMSOL_GATE4G,G4G-MUT-0316,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1077,COMSOL_GATE4G,G4G-MUT-0317,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1078,COMSOL_GATE4G,G4G-MUT-0318,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1079,COMSOL_GATE4G,G4G-MUT-0319,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1080,COMSOL_GATE4G,G4G-MUT-0320,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1081,COMSOL_GATE4G,G4G-MUT-0321,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1082,COMSOL_GATE4G,G4G-MUT-0322,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1083,COMSOL_GATE4G,G4G-MUT-0323,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1084,COMSOL_GATE4G,G4G-MUT-0324,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1085,COMSOL_GATE4G,G4G-MUT-0325,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1086,COMSOL_GATE4G,G4G-MUT-0326,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1087,COMSOL_GATE4G,G4G-MUT-0327,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1088,COMSOL_GATE4G,G4G-MUT-0328,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1089,COMSOL_GATE4G,G4G-MUT-0329,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1090,COMSOL_GATE4G,G4G-MUT-0330,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1091,COMSOL_GATE4G,G4G-MUT-0331,nodi_emulator_rule_downgrade_attempt+authorization_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1092,COMSOL_GATE4G,G4G-MUT-0332,nodi_emulator_rule_downgrade_attempt+authorization_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1093,COMSOL_GATE4G,G4G-MUT-0333,nodi_emulator_rule_downgrade_attempt+authorization_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1094,COMSOL_GATE4G,G4G-MUT-0334,nodi_emulator_rule_downgrade_attempt+authorization_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1095,COMSOL_GATE4G,G4G-MUT-0335,nodi_emulator_rule_downgrade_attempt+authorization_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1096,COMSOL_GATE4G,G4G-MUT-0336,nodi_emulator_rule_downgrade_attempt+authorization_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1097,COMSOL_GATE4G,G4G-MUT-0337,nodi_emulator_rule_downgrade_attempt+formula_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1098,COMSOL_GATE4G,G4G-MUT-0338,nodi_emulator_rule_downgrade_attempt+formula_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1099,COMSOL_GATE4G,G4G-MUT-0339,nodi_emulator_rule_downgrade_attempt+formula_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1100,COMSOL_GATE4G,G4G-MUT-0340,nodi_emulator_rule_downgrade_attempt+formula_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1101,COMSOL_GATE4G,G4G-MUT-0341,nodi_emulator_rule_downgrade_attempt+formula_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1102,COMSOL_GATE4G,G4G-MUT-0342,nodi_emulator_rule_downgrade_attempt+formula_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1103,COMSOL_GATE4G,G4G-MUT-0343,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1104,COMSOL_GATE4G,G4G-MUT-0344,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1105,COMSOL_GATE4G,G4G-MUT-0345,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1106,COMSOL_GATE4G,G4G-MUT-0346,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1107,COMSOL_GATE4G,G4G-MUT-0347,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1108,COMSOL_GATE4G,G4G-MUT-0348,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1109,COMSOL_GATE4G,G4G-MUT-0349,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1110,COMSOL_GATE4G,G4G-MUT-0350,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1111,COMSOL_GATE4G,G4G-MUT-0351,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1112,COMSOL_GATE4G,G4G-MUT-0352,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1113,COMSOL_GATE4G,G4G-MUT-0353,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
G5F-COMBINED-1114,COMSOL_GATE4G,G4G-MUT-0354,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,pairwise
