mutation_id,mutation_family,source_row_id,workstream,mutation_name,not_evidence,template_only,expected_result,expected_reason,blocked_use,formula_use_authorized,direct_prs_bin_use_authorized,qch_weighting_authorized,jrc_authorized,production_ingestion_authorized,runtime_configuration_authorized,policy_use_requested 
G3F-MUT-0295,false_positive_blocked_mention,G2AA-TRIAL-0040,QCH,false_positive_blocked_mention_formula_use_authorized_295,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0296,false_negative_authorization_leak,G2AA-TRIAL-0041,QCH,false_negative_authorization_leak_direct_prs_bin_use_authorized_296,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0297,single,G2AA-TRIAL-0042,QCH,single_qch_weighting_authorized_297,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0298,pairwise,G2AA-TRIAL-0043,BINDING,pairwise_jrc_authorized_298,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0299,cross_workstream,G2AA-TRIAL-0044,BINDING,cross_workstream_production_ingestion_authorized_299,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0300,near_miss,G2AA-TRIAL-0045,BINDING,near_miss_runtime_configuration_authorized_300,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0301,comsol_dossier_derived,G2AA-TRIAL-0046,BINDING,comsol_dossier_derived_policy_use_requested_301,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0302,hypothetical_package_derived,G2AA-TRIAL-0047,BINDING,hypothetical_package_derived_formula_use_authorized_302,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0303,false_positive_blocked_mention,G2AA-TRIAL-0048,BINDING,false_positive_blocked_mention_direct_prs_bin_use_authorized_303,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0304,false_negative_authorization_leak,G2AA-TRIAL-0049,BINDING,false_negative_authorization_leak_qch_weighting_authorized_304,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0305,single,G2AA-TRIAL-0050,BINDING,single_jrc_authorized_305,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0306,pairwise,G2AA-TRIAL-0051,BINDING,pairwise_production_ingestion_authorized_306,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0307,cross_workstream,G2AA-TRIAL-0052,BINDING,cross_workstream_runtime_configuration_authorized_307,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0308,near_miss,G2AA-TRIAL-0053,BINDING,near_miss_policy_use_requested_308,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0309,comsol_dossier_derived,G2AA-TRIAL-0054,BINDING,comsol_dossier_derived_formula_use_authorized_309,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0310,hypothetical_package_derived,G2AA-TRIAL-0055,BINDING,hypothetical_package_derived_direct_prs_bin_use_authorized_310,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0311,false_positive_blocked_mention,G2AA-TRIAL-0056,BINDING,false_positive_blocked_mention_qch_weighting_authorized_311,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0312,false_negative_authorization_leak,G2AA-TRIAL-0057,BINDING,false_negative_authorization_leak_jrc_authorized_312,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0313,single,G2AA-TRIAL-0058,BINDING,single_production_ingestion_authorized_313,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0314,pairwise,G2AA-TRIAL-0059,BINDING,pairwise_runtime_configuration_authorized_314,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0315,cross_workstream,G2AA-TRIAL-0060,BINDING,cross_workstream_policy_use_requested_315,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0316,near_miss,G2Z-DOSSIER-0001,EDGE,near_miss_formula_use_authorized_316,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0317,comsol_dossier_derived,G2Z-DOSSIER-0002,EDGE,comsol_dossier_derived_direct_prs_bin_use_authorized_317,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0318,hypothetical_package_derived,G2Z-DOSSIER-0003,EDGE,hypothetical_package_derived_qch_weighting_authorized_318,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0319,false_positive_blocked_mention,G2Z-DOSSIER-0004,EDGE,false_positive_blocked_mention_jrc_authorized_319,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0320,false_negative_authorization_leak,G2Z-DOSSIER-0005,EDGE,false_negative_authorization_leak_production_ingestion_authorized_320,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0321,single,G2Z-DOSSIER-0006,EDGE,single_runtime_configuration_authorized_321,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0322,pairwise,G2Z-DOSSIER-0007,EDGE,pairwise_policy_use_requested_322,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0323,cross_workstream,G2Z-DOSSIER-0008,EDGE,cross_workstream_formula_use_authorized_323,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0324,near_miss,G2Z-DOSSIER-0009,EDGE,near_miss_direct_prs_bin_use_authorized_324,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0325,comsol_dossier_derived,G2Z-DOSSIER-0010,EDGE,comsol_dossier_derived_qch_weighting_authorized_325,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0326,hypothetical_package_derived,G2Z-DOSSIER-0011,EDGE,hypothetical_package_derived_jrc_authorized_326,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0327,false_positive_blocked_mention,G2Z-DOSSIER-0012,EDGE,false_positive_blocked_mention_production_ingestion_authorized_327,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0328,false_negative_authorization_leak,G2Z-DOSSIER-0013,EDGE,false_negative_authorization_leak_runtime_configuration_authorized_328,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0329,single,G2Z-DOSSIER-0014,EDGE,single_policy_use_requested_329,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0330,pairwise,G2Z-DOSSIER-0015,EDGE,pairwise_formula_use_authorized_330,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0331,cross_workstream,G2Z-DOSSIER-0016,EDGE,cross_workstream_direct_prs_bin_use_authorized_331,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0332,near_miss,G2Z-DOSSIER-0017,EDGE,near_miss_qch_weighting_authorized_332,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0333,comsol_dossier_derived,G2Z-DOSSIER-0018,EDGE,comsol_dossier_derived_jrc_authorized_333,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0334,hypothetical_package_derived,G2Z-DOSSIER-0019,EDGE,hypothetical_package_derived_production_ingestion_authorized_334,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0335,false_positive_blocked_mention,G2Z-DOSSIER-0020,EDGE,false_positive_blocked_mention_runtime_configuration_authorized_335,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0336,false_negative_authorization_leak,G2Z-DOSSIER-0021,EDGE,false_negative_authorization_leak_policy_use_requested_336,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0337,single,G2Z-DOSSIER-0022,EDGE,single_formula_use_authorized_337,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0338,pairwise,G2Z-DOSSIER-0023,EDGE,pairwise_direct_prs_bin_use_authorized_338,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0339,cross_workstream,G2Z-DOSSIER-0024,EDGE,cross_workstream_qch_weighting_authorized_339,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0340,near_miss,G2Z-DOSSIER-0025,EDGE,near_miss_jrc_authorized_340,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0341,comsol_dossier_derived,G2Z-DOSSIER-0026,QCH,comsol_dossier_derived_production_ingestion_authorized_341,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0342,hypothetical_package_derived,G2Z-DOSSIER-0027,QCH,hypothetical_package_derived_runtime_configuration_authorized_342,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0343,false_positive_blocked_mention,G2Z-DOSSIER-0028,QCH,false_positive_blocked_mention_policy_use_requested_343,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0344,false_negative_authorization_leak,G2Z-DOSSIER-0029,QCH,false_negative_authorization_leak_formula_use_authorized_344,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0345,single,G2Z-DOSSIER-0030,QCH,single_direct_prs_bin_use_authorized_345,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0346,pairwise,G2Z-DOSSIER-0031,QCH,pairwise_qch_weighting_authorized_346,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0347,cross_workstream,G2Z-DOSSIER-0032,QCH,cross_workstream_jrc_authorized_347,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0348,near_miss,G2Z-DOSSIER-0033,QCH,near_miss_production_ingestion_authorized_348,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0349,comsol_dossier_derived,G2Z-DOSSIER-0034,QCH,comsol_dossier_derived_runtime_configuration_authorized_349,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0350,hypothetical_package_derived,G2Z-DOSSIER-0035,QCH,hypothetical_package_derived_policy_use_requested_350,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0351,false_positive_blocked_mention,G2Z-DOSSIER-0036,QCH,false_positive_blocked_mention_formula_use_authorized_351,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0352,false_negative_authorization_leak,G2Z-DOSSIER-0037,QCH,false_negative_authorization_leak_direct_prs_bin_use_authorized_352,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0353,single,G2Z-DOSSIER-0038,QCH,single_qch_weighting_authorized_353,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0354,pairwise,G2Z-DOSSIER-0039,QCH,pairwise_jrc_authorized_354,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
