mutation_receipt_id,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,nodi_receipt_status,unexpected_pass
G4F-MUT-0327,G3F-MUT-0327,pairwise,direct_prs_bin_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0328,G3F-MUT-0328,pairwise,direct_prs_bin_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0329,G3F-MUT-0329,pairwise,direct_prs_bin_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0330,G3F-MUT-0330,pairwise,direct_prs_bin_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0331,G3F-MUT-0331,pairwise,direct_prs_bin_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0332,G3F-MUT-0332,pairwise,direct_prs_bin_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0333,G3F-MUT-0333,pairwise,direct_prs_bin_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0334,G3F-MUT-0334,pairwise,direct_prs_bin_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0335,G3F-MUT-0335,pairwise,direct_prs_bin_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0336,G3F-MUT-0336,pairwise,direct_prs_bin_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0337,G3F-MUT-0337,pairwise,direct_prs_bin_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0338,G3F-MUT-0338,pairwise,direct_prs_bin_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0339,G3F-MUT-0339,pairwise,direct_prs_bin_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0340,G3F-MUT-0340,pairwise,direct_prs_bin_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0341,G3F-MUT-0341,pairwise,direct_prs_bin_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0342,G3F-MUT-0342,pairwise,direct_prs_bin_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0343,G3F-MUT-0343,pairwise,direct_prs_bin_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0344,G3F-MUT-0344,pairwise,direct_prs_bin_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0345,G3F-MUT-0345,pairwise,direct_prs_bin_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0346,G3F-MUT-0346,pairwise,direct_prs_bin_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0347,G3F-MUT-0347,pairwise,direct_prs_bin_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0348,G3F-MUT-0348,pairwise,direct_prs_bin_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0349,G3F-MUT-0349,pairwise,direct_prs_bin_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0350,G3F-MUT-0350,pairwise,direct_prs_bin_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0351,G3F-MUT-0351,pairwise,direct_prs_bin_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0352,G3F-MUT-0352,pairwise,direct_prs_bin_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0353,G3F-MUT-0353,pairwise,direct_prs_bin_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0354,G3F-MUT-0354,pairwise,direct_prs_bin_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0355,G3F-MUT-0355,pairwise,direct_prs_bin_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0356,G3F-MUT-0356,pairwise,direct_prs_bin_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0357,G3F-MUT-0357,pairwise,direct_prs_bin_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0358,G3F-MUT-0358,pairwise,direct_prs_bin_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0359,G3F-MUT-0359,pairwise,direct_prs_bin_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0360,G3F-MUT-0360,pairwise,direct_prs_bin_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0361,G3F-MUT-0361,pairwise,direct_prs_bin_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0362,G3F-MUT-0362,pairwise,direct_prs_bin_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0363,G3F-MUT-0363,pairwise,direct_prs_bin_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0364,G3F-MUT-0364,pairwise,direct_prs_bin_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0365,G3F-MUT-0365,pairwise,direct_prs_bin_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0366,G3F-MUT-0366,pairwise,direct_prs_bin_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0367,G3F-MUT-0367,pairwise,direct_prs_bin_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0368,G3F-MUT-0368,pairwise,direct_prs_bin_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0369,G3F-MUT-0369,pairwise,direct_prs_bin_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0370,G3F-MUT-0370,pairwise,direct_prs_bin_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0371,G3F-MUT-0371,pairwise,direct_prs_bin_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0372,G3F-MUT-0372,pairwise,direct_prs_bin_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0373,G3F-MUT-0373,pairwise,direct_prs_bin_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0374,G3F-MUT-0374,pairwise,direct_prs_bin_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0375,G3F-MUT-0375,pairwise,direct_prs_bin_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0376,G3F-MUT-0376,pairwise,direct_prs_bin_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0377,G3F-MUT-0377,pairwise,direct_prs_bin_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0378,G3F-MUT-0378,pairwise,direct_prs_bin_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0379,G3F-MUT-0379,pairwise,grain_ingestion_true+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0380,G3F-MUT-0380,pairwise,grain_ingestion_true+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0381,G3F-MUT-0381,pairwise,grain_ingestion_true+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0382,G3F-MUT-0382,pairwise,grain_ingestion_true+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0383,G3F-MUT-0383,pairwise,grain_ingestion_true+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0384,G3F-MUT-0384,pairwise,grain_ingestion_true+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0385,G3F-MUT-0385,pairwise,grain_ingestion_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0386,G3F-MUT-0386,pairwise,grain_ingestion_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0387,G3F-MUT-0387,pairwise,grain_ingestion_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0388,G3F-MUT-0388,pairwise,grain_ingestion_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0389,G3F-MUT-0389,pairwise,grain_ingestion_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0390,G3F-MUT-0390,pairwise,grain_ingestion_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0391,G3F-MUT-0391,pairwise,grain_ingestion_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0392,G3F-MUT-0392,pairwise,grain_ingestion_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0393,G3F-MUT-0393,pairwise,grain_ingestion_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0394,G3F-MUT-0394,pairwise,grain_ingestion_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0395,G3F-MUT-0395,pairwise,grain_ingestion_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0396,G3F-MUT-0396,pairwise,grain_ingestion_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0397,G3F-MUT-0397,pairwise,grain_ingestion_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0398,G3F-MUT-0398,pairwise,grain_ingestion_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0399,G3F-MUT-0399,pairwise,grain_ingestion_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0400,G3F-MUT-0400,pairwise,grain_ingestion_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0401,G3F-MUT-0401,pairwise,grain_ingestion_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0402,G3F-MUT-0402,pairwise,grain_ingestion_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0403,G3F-MUT-0403,pairwise,grain_ingestion_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0404,G3F-MUT-0404,pairwise,grain_ingestion_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0405,G3F-MUT-0405,pairwise,grain_ingestion_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0406,G3F-MUT-0406,pairwise,grain_ingestion_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0407,G3F-MUT-0407,pairwise,grain_ingestion_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0408,G3F-MUT-0408,pairwise,grain_ingestion_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0409,G3F-MUT-0409,pairwise,grain_ingestion_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0410,G3F-MUT-0410,pairwise,grain_ingestion_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0411,G3F-MUT-0411,pairwise,grain_ingestion_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0412,G3F-MUT-0412,pairwise,grain_ingestion_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0413,G3F-MUT-0413,pairwise,grain_ingestion_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0414,G3F-MUT-0414,pairwise,grain_ingestion_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0415,G3F-MUT-0415,pairwise,grain_ingestion_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0416,G3F-MUT-0416,pairwise,grain_ingestion_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0417,G3F-MUT-0417,pairwise,grain_ingestion_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0418,G3F-MUT-0418,pairwise,grain_ingestion_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0419,G3F-MUT-0419,pairwise,grain_ingestion_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0420,G3F-MUT-0420,pairwise,grain_ingestion_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0421,G3F-MUT-0421,pairwise,grain_ingestion_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0422,G3F-MUT-0422,pairwise,grain_ingestion_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0423,G3F-MUT-0423,pairwise,grain_ingestion_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0424,G3F-MUT-0424,pairwise,grain_ingestion_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0425,G3F-MUT-0425,pairwise,grain_ingestion_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0426,G3F-MUT-0426,pairwise,grain_ingestion_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0427,G3F-MUT-0427,pairwise,grain_ingestion_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0428,G3F-MUT-0428,pairwise,grain_ingestion_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0429,G3F-MUT-0429,pairwise,grain_ingestion_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0430,G3F-MUT-0430,pairwise,grain_ingestion_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0431,G3F-MUT-0431,pairwise,grain_ingestion_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0432,G3F-MUT-0432,pairwise,grain_ingestion_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0433,G3F-MUT-0433,pairwise,grain_ingestion_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0434,G3F-MUT-0434,pairwise,grain_ingestion_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0435,G3F-MUT-0435,pairwise,grain_ingestion_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0436,G3F-MUT-0436,pairwise,grain_ingestion_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0437,G3F-MUT-0437,pairwise,grain_ingestion_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0438,G3F-MUT-0438,pairwise,grain_ingestion_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0439,G3F-MUT-0439,pairwise,grain_ingestion_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0440,G3F-MUT-0440,pairwise,grain_ingestion_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0441,G3F-MUT-0441,pairwise,grain_ingestion_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0442,G3F-MUT-0442,pairwise,grain_ingestion_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0443,G3F-MUT-0443,pairwise,grain_ingestion_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0444,G3F-MUT-0444,pairwise,grain_ingestion_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0445,G3F-MUT-0445,pairwise,accepted_expansion_true+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0446,G3F-MUT-0446,pairwise,accepted_expansion_true+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0447,G3F-MUT-0447,pairwise,accepted_expansion_true+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0448,G3F-MUT-0448,pairwise,accepted_expansion_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0449,G3F-MUT-0449,pairwise,accepted_expansion_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0450,G3F-MUT-0450,pairwise,accepted_expansion_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0451,G3F-MUT-0451,pairwise,accepted_expansion_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0452,G3F-MUT-0452,pairwise,accepted_expansion_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0453,G3F-MUT-0453,pairwise,accepted_expansion_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0454,G3F-MUT-0454,pairwise,accepted_expansion_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0455,G3F-MUT-0455,pairwise,accepted_expansion_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0456,G3F-MUT-0456,pairwise,accepted_expansion_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0457,G3F-MUT-0457,pairwise,accepted_expansion_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0458,G3F-MUT-0458,pairwise,accepted_expansion_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0459,G3F-MUT-0459,pairwise,accepted_expansion_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0460,G3F-MUT-0460,pairwise,accepted_expansion_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0461,G3F-MUT-0461,pairwise,accepted_expansion_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0462,G3F-MUT-0462,pairwise,accepted_expansion_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0463,G3F-MUT-0463,pairwise,accepted_expansion_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0464,G3F-MUT-0464,pairwise,accepted_expansion_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0465,G3F-MUT-0465,pairwise,accepted_expansion_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0466,G3F-MUT-0466,pairwise,accepted_expansion_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0467,G3F-MUT-0467,pairwise,accepted_expansion_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0468,G3F-MUT-0468,pairwise,accepted_expansion_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0469,G3F-MUT-0469,pairwise,accepted_expansion_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0470,G3F-MUT-0470,pairwise,accepted_expansion_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0471,G3F-MUT-0471,pairwise,accepted_expansion_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0472,G3F-MUT-0472,pairwise,accepted_expansion_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0473,G3F-MUT-0473,pairwise,accepted_expansion_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0474,G3F-MUT-0474,pairwise,accepted_expansion_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
