compatibility_id,source_version,target_version,canonical_field,present_in_source,present_in_rc51,compatibility_class,package_disposition,requires_user_authorization,hard_incompatible
G7D-RC4-0116,RC4,RC5.1,expected_rows_per_route_diameter_view,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0117,RC4,RC5.1,expected_special_aggregates,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0118,RC4,RC5.1,expected_xz_bins,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0119,RC4,RC5.1,field_name,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0120,RC4,RC5.1,flow_split_units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0121,RC4,RC5.1,flow_split_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0122,RC4,RC5.1,forbidden_auth_flag_state,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0123,RC4,RC5.1,forbidden_interpretations,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0124,RC4,RC5.1,forbidden_repair,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0125,RC4,RC5.1,formal_qch_sidecar_present,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0126,RC4,RC5.1,formula_exclusion_active,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0127,RC4,RC5.1,formula_use_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0128,RC4,RC5.1,formula_use_authorized_default,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0129,RC4,RC5.1,future_authorization_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0130,RC4,RC5.1,gate2b_artifact_level_context_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0131,RC4,RC5.1,gate2b_context_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0132,RC4,RC5.1,gate2b_grain_level_context_ingestion_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0133,RC4,RC5.1,gate2c_alignment_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0134,RC4,RC5.1,gate2c_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0135,RC4,RC5.1,gate2d_candidate_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0136,RC4,RC5.1,gate2f_edge_evidence_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0137,RC4,RC5.1,gate2k_template_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0138,RC4,RC5.1,generation_preparation_authorized_now,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0139,RC4,RC5.1,grain_level_ingestion_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0140,RC4,RC5.1,grain_level_ingestion_authorized_default,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0141,RC4,RC5.1,grain_level_ingestion_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0142,RC4,RC5.1,grouping_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0143,RC4,RC5.1,hash_stability_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0144,RC4,RC5.1,hook_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0145,RC4,RC5.1,human_review_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0146,RC4,RC5.1,information_loss_description,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0147,RC4,RC5.1,integration_surface_or_volume_definition,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0148,RC4,RC5.1,is_chi_selected,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0149,RC4,RC5.1,is_formal_gate2_qch_sidecar,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0150,RC4,RC5.1,is_formal_policy_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0151,RC4,RC5.1,is_policy_result,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0152,RC4,RC5.1,jrc_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0153,RC4,RC5.1,lambda_nm,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0154,RC4,RC5.1,launch_authorized_now,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0155,RC4,RC5.1,lineage_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0156,RC4,RC5.1,loss_error_policy_approval_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0157,RC4,RC5.1,loss_error_requirement_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0158,RC4,RC5.1,loss_error_requirement_set_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0159,RC4,RC5.1,manifest_link,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0160,RC4,RC5.1,mesh_size,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0161,RC4,RC5.1,mismatch_blocker_if_any,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0162,RC4,RC5.1,missing_binding,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0163,RC4,RC5.1,missing_required_fields,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0164,RC4,RC5.1,monotonicity_allowed_exceptions,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0165,RC4,RC5.1,monotonicity_check_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0166,RC4,RC5.1,monotonicity_direction,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0167,RC4,RC5.1,monotonicity_metric,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0168,RC4,RC5.1,monotonicity_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0169,RC4,RC5.1,must_remain_review_only_if,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0170,RC4,RC5.1,mutation_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0171,RC4,RC5.1,needed_from_comsol,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0172,RC4,RC5.1,needed_from_nodi,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0173,RC4,RC5.1,nodi_automation_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0174,RC4,RC5.1,nodi_bin_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0175,RC4,RC5.1,nodi_check_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0176,RC4,RC5.1,nodi_current_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0177,RC4,RC5.1,nodi_diameter_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0178,RC4,RC5.1,nodi_edge20_definition_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0179,RC4,RC5.1,nodi_expected_verdict,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0180,RC4,RC5.1,nodi_receipt_support_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0181,RC4,RC5.1,nodi_receiver_target,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0182,RC4,RC5.1,nodi_required_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0183,RC4,RC5.1,nodi_route_key_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0184,RC4,RC5.1,nodi_view,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0185,RC4,RC5.1,nodi_view_binding_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0186,RC4,RC5.1,nodi_view_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0187,RC4,RC5.1,nodi_view_current,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0188,RC4,RC5.1,nodi_view_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0189,RC4,RC5.1,normalization_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0190,RC4,RC5.1,normalization_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0191,RC4,RC5.1,normalization_requirement,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0192,RC4,RC5.1,normalization_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0193,RC4,RC5.1,not_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0194,RC4,RC5.1,notes,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0195,RC4,RC5.1,numeric_aggregation_error_bound_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0196,RC4,RC5.1,numeric_error_bound_units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0197,RC4,RC5.1,numeric_error_bound_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0198,RC4,RC5.1,numeric_error_units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0199,RC4,RC5.1,numeric_error_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0200,RC4,RC5.1,outlet_entity_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0201,RC4,RC5.1,package_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0202,RC4,RC5.1,package_row_id,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0203,RC4,RC5.1,particle_kind,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0204,RC4,RC5.1,path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0205,RC4,RC5.1,policy_approval_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0206,RC4,RC5.1,policy_option,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0207,RC4,RC5.1,policy_option_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0208,RC4,RC5.1,policy_review_ready,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0209,RC4,RC5.1,policy_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0210,RC4,RC5.1,policy_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0211,RC4,RC5.1,policy_use_requested,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0212,RC4,RC5.1,policy_use_requested_default,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0213,RC4,RC5.1,priority,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0214,RC4,RC5.1,probe_category,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0215,RC4,RC5.1,probe_row_id,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0216,RC4,RC5.1,production_ingestion_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0217,RC4,RC5.1,proposed_edge20_bins_covered,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0218,RC4,RC5.1,proposed_edge20_group_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0219,RC4,RC5.1,proposed_edge20_group_id_or_pending,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0220,RC4,RC5.1,proposed_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0221,RC4,RC5.1,proposed_next_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0222,RC4,RC5.1,proposed_scope,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0223,RC4,RC5.1,proposed_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0224,RC4,RC5.1,provenance_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0225,RC4,RC5.1,prs_exact_match_claim,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0226,RC4,RC5.1,q_ch_units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0227,RC4,RC5.1,q_ch_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0228,RC4,RC5.1,qch_chi_eta_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0229,RC4,RC5.1,qch_eta_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0230,RC4,RC5.1,qch_template_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0231,RC4,RC5.1,qch_weighting_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0232,RC4,RC5.1,raw_residence_fraction,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0233,RC4,RC5.1,raw_velocity_fraction,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0234,RC4,RC5.1,readiness_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0235,RC4,RC5.1,reason,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0236,RC4,RC5.1,recommended_gate2b_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0237,RC4,RC5.1,recommended_nodi_action,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0238,RC4,RC5.1,recommended_nodi_reconciled_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0239,RC4,RC5.1,reference_row_id,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0240,RC4,RC5.1,reproducibility_check_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0241,RC4,RC5.1,reproducibility_group_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0242,RC4,RC5.1,reproducibility_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0243,RC4,RC5.1,required_comsol_export_change,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0244,RC4,RC5.1,required_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0245,RC4,RC5.1,required_evidence_to_upgrade,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0246,RC4,RC5.1,required_fields_present,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0247,RC4,RC5.1,required_for_positive_fixture,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0248,RC4,RC5.1,required_next_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0249,RC4,RC5.1,required_nodi_checks_to_upgrade,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0250,RC4,RC5.1,required_nodi_next_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0251,RC4,RC5.1,required_nodi_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0252,RC4,RC5.1,required_nodi_review,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0253,RC4,RC5.1,required_output_if_future_authorized,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0254,RC4,RC5.1,required_output_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0255,RC4,RC5.1,required_seeds,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0256,RC4,RC5.1,required_validation_checks,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0257,RC4,RC5.1,requirement_area,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0258,RC4,RC5.1,requirement_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0259,RC4,RC5.1,requires_conservativeness_check,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0260,RC4,RC5.1,requires_loss_error_semantics,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0261,RC4,RC5.1,requires_monotonicity_check,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0262,RC4,RC5.1,requires_new_comsol_export,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0263,RC4,RC5.1,requires_new_comsol_solve,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0264,RC4,RC5.1,requires_nodi_acceptance,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0265,RC4,RC5.1,requires_nodi_edge20_definition_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0266,RC4,RC5.1,requires_nodi_prs_recheck,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0267,RC4,RC5.1,requires_nodi_prs_verdict,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0268,RC4,RC5.1,residence_numerator,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0269,RC4,RC5.1,residence_total,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0270,RC4,RC5.1,result,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0271,RC4,RC5.1,review_method_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0272,RC4,RC5.1,review_only_until_nodi_approval,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0273,RC4,RC5.1,route_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0274,RC4,RC5.1,route_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0275,RC4,RC5.1,route_geometry_id_comsol,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0276,RC4,RC5.1,route_id_nodi,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0277,RC4,RC5.1,route_key,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0278,RC4,RC5.1,route_key_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0279,RC4,RC5.1,route_view_diameter_bin_binding_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0280,RC4,RC5.1,route_view_diameter_bin_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0281,RC4,RC5.1,row_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0282,RC4,RC5.1,row_grain,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0283,RC4,RC5.1,row_identity,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0284,RC4,RC5.1,row_identity_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0285,RC4,RC5.1,row_identity_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0286,RC4,RC5.1,run_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0287,RC4,RC5.1,runtime_configuration_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0288,RC4,RC5.1,sample_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0289,RC4,RC5.1,sample_row_count_read,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0290,RC4,RC5.1,schema_field_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0291,RC4,RC5.1,schema_version,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0292,RC4,RC5.1,semantics_area,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0293,RC4,RC5.1,semantics_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0294,RC4,RC5.1,sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0295,RC4,RC5.1,sidewall_deg,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0296,RC4,RC5.1,source_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0297,RC4,RC5.1,source_candidate_export_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0298,RC4,RC5.1,source_crosswalk_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0299,RC4,RC5.1,source_edge4_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0300,RC4,RC5.1,source_edge_skeleton_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0301,RC4,RC5.1,source_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0302,RC4,RC5.1,source_gate2f_edge_evidence_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0303,RC4,RC5.1,source_geometry_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0304,RC4,RC5.1,source_row_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0305,RC4,RC5.1,source_row_identity,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0306,RC4,RC5.1,source_row_type,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0307,RC4,RC5.1,source_rows_covered,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0308,RC4,RC5.1,source_schema_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0309,RC4,RC5.1,source_schema_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0310,RC4,RC5.1,source_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0311,RC4,RC5.1,source_sha_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0312,RC4,RC5.1,source_sha_provenance_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0313,RC4,RC5.1,source_sha_requirement,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0314,RC4,RC5.1,source_solve_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0315,RC4,RC5.1,source_solve_provenance_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0316,RC4,RC5.1,source_validator_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0317,RC4,RC5.1,source_validator_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0318,RC4,RC5.1,state_changed_this_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0319,RC4,RC5.1,structural_coverage_proof_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0320,RC4,RC5.1,structural_proof_boundary,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0321,RC4,RC5.1,structural_proof_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0322,RC4,RC5.1,success_criteria,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0323,RC4,RC5.1,synthetic_binding_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0324,RC4,RC5.1,synthetic_fixture_not_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0325,RC4,RC5.1,synthetic_fixture_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0326,RC4,RC5.1,synthetic_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0327,RC4,RC5.1,template_only,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0328,RC4,RC5.1,template_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0329,RC4,RC5.1,tpd_alignment_source,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0330,RC4,RC5.1,tpd_bin_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0331,RC4,RC5.1,tpd_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0332,RC4,RC5.1,tpd_case_or_artifact_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0333,RC4,RC5.1,tpd_edge4_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0334,RC4,RC5.1,tpd_edge_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0335,RC4,RC5.1,tpd_edge_norm_max,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0336,RC4,RC5.1,tpd_edge_norm_min,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0337,RC4,RC5.1,tpd_proxy_aggregation_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0338,RC4,RC5.1,tpd_scope,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0339,RC4,RC5.1,transform_hint,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0340,RC4,RC5.1,trial_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0341,RC4,RC5.1,unbound_reason_if_any,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0342,RC4,RC5.1,uncertainty_flag,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0343,RC4,RC5.1,uncertainty_or_review_flag,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0344,RC4,RC5.1,units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0345,RC4,RC5.1,units_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0346,RC4,RC5.1,units_requirement,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0347,RC4,RC5.1,units_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0348,RC4,RC5.1,validation_link,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0349,RC4,RC5.1,validation_plan,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0350,RC4,RC5.1,velocity_numerator,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0351,RC4,RC5.1,velocity_total,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0352,RC4,RC5.1,volume_entity_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0353,RC4,RC5.1,w_nominal_nm,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0354,RC4,RC5.1,weighting_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0355,RC4,RC5.1,what_it_allows,true,true,backward-compatible alias,adapter dry-run allowed,false,false
