corpus_id,source,case_family,workstream,expected_disposition,not_evidence 
G7F-CORPUS-02422,COMSOL_GATE5F,pending_actual_reopens,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02423,COMSOL_GATE5F,adapter_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02424,COMSOL_GATE5F,q_ch_sidecar_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02425,COMSOL_GATE5F,EDGE_approval_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02426,COMSOL_GATE5F,BINDING_promotion_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02427,COMSOL_GATE5F,Gate2D_row_count_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02428,COMSOL_GATE5F,RC5_field_alias_drift,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02429,COMSOL_GATE5F,forbidden_output_leakage,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02430,COMSOL_GATE5F,numeric_bound_invented,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02431,COMSOL_GATE5F,runtime_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02432,COMSOL_GATE5F,production_authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02433,COMSOL_GATE5F,JRC_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02434,COMSOL_GATE5F,yield_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02435,COMSOL_GATE5F,winner_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02436,COMSOL_GATE5F,detection_probability_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02437,COMSOL_GATE5F,chi_selected_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02438,COMSOL_GATE5F,false_positive_blocked_mention,local-Q,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02439,COMSOL_GATE5F,pending_actual_reopens,V4,REJECT_BLOCKED,true
G7F-CORPUS-02440,COMSOL_GATE5F,adapter_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02441,COMSOL_GATE5F,q_ch_sidecar_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02442,COMSOL_GATE5F,EDGE_approval_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02443,COMSOL_GATE5F,BINDING_promotion_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02444,COMSOL_GATE5F,Gate2D_row_count_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02445,COMSOL_GATE5F,RC5_field_alias_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02446,COMSOL_GATE5F,forbidden_output_leakage,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02447,COMSOL_GATE5F,numeric_bound_invented,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02448,COMSOL_GATE5F,runtime_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02449,COMSOL_GATE5F,production_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02450,COMSOL_GATE5F,JRC_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02451,COMSOL_GATE5F,yield_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02452,COMSOL_GATE5F,winner_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02453,COMSOL_GATE5F,detection_probability_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02454,COMSOL_GATE5F,chi_selected_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02455,COMSOL_GATE5F,false_positive_blocked_mention,BINDING,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02456,COMSOL_GATE5F,pending_actual_reopens,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02457,COMSOL_GATE5F,adapter_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02458,COMSOL_GATE5F,q_ch_sidecar_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02459,COMSOL_GATE5F,EDGE_approval_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02460,COMSOL_GATE5F,BINDING_promotion_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02461,COMSOL_GATE5F,Gate2D_row_count_drift,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02462,COMSOL_GATE5F,RC5_field_alias_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02463,COMSOL_GATE5F,forbidden_output_leakage,V4,REJECT_BLOCKED,true
G7F-CORPUS-02464,COMSOL_GATE5F,numeric_bound_invented,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02465,COMSOL_GATE5F,runtime_authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02466,COMSOL_GATE5F,production_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02467,COMSOL_GATE5F,JRC_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02468,COMSOL_GATE5F,yield_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02469,COMSOL_GATE5F,winner_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02470,COMSOL_GATE5F,detection_probability_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02471,COMSOL_GATE5F,chi_selected_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02472,COMSOL_GATE5F,false_positive_blocked_mention,QCH,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02473,COMSOL_GATE5F,pending_actual_reopens,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02474,COMSOL_GATE5F,adapter_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02475,COMSOL_GATE5F,q_ch_sidecar_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02476,COMSOL_GATE5F,EDGE_approval_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02477,COMSOL_GATE5F,BINDING_promotion_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02478,COMSOL_GATE5F,Gate2D_row_count_drift,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02479,COMSOL_GATE5F,RC5_field_alias_drift,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02480,COMSOL_GATE5F,forbidden_output_leakage,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02481,COMSOL_GATE5F,numeric_bound_invented,V4,REJECT_BLOCKED,true
G7F-CORPUS-02482,COMSOL_GATE5F,runtime_authorization_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02483,COMSOL_GATE5F,production_authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02484,COMSOL_GATE5F,JRC_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02485,COMSOL_GATE5F,yield_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02486,COMSOL_GATE5F,winner_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02487,COMSOL_GATE5F,detection_probability_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02488,COMSOL_GATE5F,chi_selected_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02489,COMSOL_GATE5F,false_positive_blocked_mention,EDGE,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02490,COMSOL_GATE5F,pending_actual_reopens,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02491,COMSOL_GATE5F,adapter_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02492,COMSOL_GATE5F,q_ch_sidecar_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02493,COMSOL_GATE5F,EDGE_approval_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02494,COMSOL_GATE5F,BINDING_promotion_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02495,COMSOL_GATE5F,Gate2D_row_count_drift,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02496,COMSOL_GATE5F,RC5_field_alias_drift,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02497,COMSOL_GATE5F,forbidden_output_leakage,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02498,COMSOL_GATE5F,numeric_bound_invented,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02499,COMSOL_GATE5F,runtime_authorization_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02500,COMSOL_GATE5F,production_authorization_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02501,COMSOL_GATE5F,JRC_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02502,COMSOL_GATE5F,yield_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02503,COMSOL_GATE5F,winner_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02504,COMSOL_GATE5F,detection_probability_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02505,COMSOL_GATE5F,chi_selected_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02506,COMSOL_GATE5F,false_positive_blocked_mention,strong-claim,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02507,COMSOL_GATE5F,pending_actual_reopens,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02508,COMSOL_GATE5F,adapter_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02509,COMSOL_GATE5F,q_ch_sidecar_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02510,COMSOL_GATE5F,EDGE_approval_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02511,COMSOL_GATE5F,BINDING_promotion_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02512,COMSOL_GATE5F,Gate2D_row_count_drift,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02513,COMSOL_GATE5F,RC5_field_alias_drift,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02514,COMSOL_GATE5F,forbidden_output_leakage,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02515,COMSOL_GATE5F,numeric_bound_invented,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02516,COMSOL_GATE5F,runtime_authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02517,COMSOL_GATE5F,production_authorization_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02518,COMSOL_GATE5F,JRC_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02519,COMSOL_GATE5F,yield_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02520,COMSOL_GATE5F,winner_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02521,COMSOL_GATE5F,detection_probability_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02522,COMSOL_GATE5F,chi_selected_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02523,COMSOL_GATE5F,false_positive_blocked_mention,V4,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02524,COMSOL_GATE5F,pending_actual_reopens,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02525,COMSOL_GATE5F,adapter_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02526,COMSOL_GATE5F,q_ch_sidecar_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02527,COMSOL_GATE5F,EDGE_approval_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02528,COMSOL_GATE5F,BINDING_promotion_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02529,COMSOL_GATE5F,Gate2D_row_count_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02530,COMSOL_GATE5F,RC5_field_alias_drift,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02531,COMSOL_GATE5F,forbidden_output_leakage,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02532,COMSOL_GATE5F,numeric_bound_invented,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02533,COMSOL_GATE5F,runtime_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02534,COMSOL_GATE5F,production_authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02535,COMSOL_GATE5F,JRC_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02536,COMSOL_GATE5F,yield_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02537,COMSOL_GATE5F,winner_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02538,COMSOL_GATE5F,detection_probability_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02539,COMSOL_GATE5F,chi_selected_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02540,COMSOL_GATE5F,false_positive_blocked_mention,local-Q,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02541,COMSOL_GATE5F,pending_actual_reopens,V4,REJECT_BLOCKED,true
G7F-CORPUS-02542,COMSOL_GATE5F,adapter_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02543,COMSOL_GATE5F,q_ch_sidecar_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02544,COMSOL_GATE5F,EDGE_approval_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02545,COMSOL_GATE5F,BINDING_promotion_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02546,COMSOL_GATE5F,Gate2D_row_count_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02547,COMSOL_GATE5F,RC5_field_alias_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02548,COMSOL_GATE5F,forbidden_output_leakage,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02549,COMSOL_GATE5F,numeric_bound_invented,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02550,COMSOL_GATE5F,runtime_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02551,COMSOL_GATE5F,production_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02552,COMSOL_GATE5F,JRC_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02553,COMSOL_GATE5F,yield_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02554,COMSOL_GATE5F,winner_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02555,COMSOL_GATE5F,detection_probability_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02556,COMSOL_GATE5F,chi_selected_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02557,COMSOL_GATE5F,false_positive_blocked_mention,BINDING,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02558,COMSOL_GATE5F,pending_actual_reopens,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02559,COMSOL_GATE5F,adapter_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02560,COMSOL_GATE5F,q_ch_sidecar_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02561,COMSOL_GATE5F,EDGE_approval_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02562,COMSOL_GATE5F,BINDING_promotion_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02563,COMSOL_GATE5F,Gate2D_row_count_drift,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02564,COMSOL_GATE5F,RC5_field_alias_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02565,COMSOL_GATE5F,forbidden_output_leakage,V4,REJECT_BLOCKED,true
G7F-CORPUS-02566,COMSOL_GATE5F,numeric_bound_invented,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02567,COMSOL_GATE5F,runtime_authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02568,COMSOL_GATE5F,production_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02569,COMSOL_GATE5F,JRC_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02570,COMSOL_GATE5F,yield_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02571,COMSOL_GATE5F,winner_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02572,COMSOL_GATE5F,detection_probability_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02573,COMSOL_GATE5F,chi_selected_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02574,COMSOL_GATE5F,false_positive_blocked_mention,QCH,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02575,COMSOL_GATE5F,pending_actual_reopens,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02576,COMSOL_GATE5F,adapter_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02577,COMSOL_GATE5F,q_ch_sidecar_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02578,COMSOL_GATE5F,EDGE_approval_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02579,COMSOL_GATE5F,BINDING_promotion_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02580,COMSOL_GATE5F,Gate2D_row_count_drift,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02581,COMSOL_GATE5F,RC5_field_alias_drift,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02582,COMSOL_GATE5F,forbidden_output_leakage,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02583,COMSOL_GATE5F,numeric_bound_invented,V4,REJECT_BLOCKED,true
G7F-CORPUS-02584,COMSOL_GATE5F,runtime_authorization_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02585,COMSOL_GATE5F,production_authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02586,COMSOL_GATE5F,JRC_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02587,COMSOL_GATE5F,yield_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02588,COMSOL_GATE5F,winner_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02589,COMSOL_GATE5F,detection_probability_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02590,COMSOL_GATE5F,chi_selected_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02591,COMSOL_GATE5F,false_positive_blocked_mention,EDGE,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02592,COMSOL_GATE5F,pending_actual_reopens,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02593,COMSOL_GATE5F,adapter_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02594,COMSOL_GATE5F,q_ch_sidecar_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02595,COMSOL_GATE5F,EDGE_approval_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02596,COMSOL_GATE5F,BINDING_promotion_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02597,COMSOL_GATE5F,Gate2D_row_count_drift,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02598,COMSOL_GATE5F,RC5_field_alias_drift,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02599,COMSOL_GATE5F,forbidden_output_leakage,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02600,COMSOL_GATE5F,numeric_bound_invented,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02601,COMSOL_GATE5F,runtime_authorization_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02602,COMSOL_GATE5F,production_authorization_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02603,COMSOL_GATE5F,JRC_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02604,COMSOL_GATE5F,yield_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02605,COMSOL_GATE5F,winner_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02606,COMSOL_GATE5F,detection_probability_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02607,COMSOL_GATE5F,chi_selected_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02608,COMSOL_GATE5F,false_positive_blocked_mention,strong-claim,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02609,COMSOL_GATE5F,pending_actual_reopens,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02610,COMSOL_GATE5F,adapter_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02611,COMSOL_GATE5F,q_ch_sidecar_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02612,COMSOL_GATE5F,EDGE_approval_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02613,COMSOL_GATE5F,BINDING_promotion_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02614,COMSOL_GATE5F,Gate2D_row_count_drift,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02615,COMSOL_GATE5F,RC5_field_alias_drift,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02616,COMSOL_GATE5F,forbidden_output_leakage,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02617,COMSOL_GATE5F,numeric_bound_invented,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02618,COMSOL_GATE5F,runtime_authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02619,COMSOL_GATE5F,production_authorization_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-02620,COMSOL_GATE5F,JRC_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02621,COMSOL_GATE5F,yield_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02622,COMSOL_GATE5F,winner_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02623,COMSOL_GATE5F,detection_probability_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02624,COMSOL_GATE5F,chi_selected_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02625,COMSOL_GATE5F,false_positive_blocked_mention,V4,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02626,COMSOL_GATE5F,pending_actual_reopens,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02627,COMSOL_GATE5F,adapter_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02628,COMSOL_GATE5F,q_ch_sidecar_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02629,COMSOL_GATE5F,EDGE_approval_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02630,COMSOL_GATE5F,BINDING_promotion_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02631,COMSOL_GATE5F,Gate2D_row_count_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02632,COMSOL_GATE5F,RC5_field_alias_drift,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02633,COMSOL_GATE5F,forbidden_output_leakage,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02634,COMSOL_GATE5F,numeric_bound_invented,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02635,COMSOL_GATE5F,runtime_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02636,COMSOL_GATE5F,production_authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02637,COMSOL_GATE5F,JRC_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02638,COMSOL_GATE5F,yield_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02639,COMSOL_GATE5F,winner_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02640,COMSOL_GATE5F,detection_probability_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02641,COMSOL_GATE5F,chi_selected_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02642,COMSOL_GATE5F,false_positive_blocked_mention,local-Q,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02643,COMSOL_GATE5F,pending_actual_reopens,V4,REJECT_BLOCKED,true
G7F-CORPUS-02644,COMSOL_GATE5F,adapter_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02645,COMSOL_GATE5F,q_ch_sidecar_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02646,COMSOL_GATE5F,EDGE_approval_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02647,COMSOL_GATE5F,BINDING_promotion_spoofing,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02648,COMSOL_GATE5F,Gate2D_row_count_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02649,COMSOL_GATE5F,RC5_field_alias_drift,V4,REJECT_BLOCKED,true
G7F-CORPUS-02650,COMSOL_GATE5F,forbidden_output_leakage,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02651,COMSOL_GATE5F,numeric_bound_invented,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02652,COMSOL_GATE5F,runtime_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02653,COMSOL_GATE5F,production_authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02654,COMSOL_GATE5F,JRC_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02655,COMSOL_GATE5F,yield_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02656,COMSOL_GATE5F,winner_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02657,COMSOL_GATE5F,detection_probability_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02658,COMSOL_GATE5F,chi_selected_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02659,COMSOL_GATE5F,false_positive_blocked_mention,BINDING,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02660,COMSOL_GATE5F,pending_actual_reopens,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02661,COMSOL_GATE5F,adapter_spoofing,V4,REJECT_BLOCKED,true
G7F-CORPUS-02662,COMSOL_GATE5F,q_ch_sidecar_spoofing,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02663,COMSOL_GATE5F,EDGE_approval_spoofing,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02664,COMSOL_GATE5F,BINDING_promotion_spoofing,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02665,COMSOL_GATE5F,Gate2D_row_count_drift,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02666,COMSOL_GATE5F,RC5_field_alias_drift,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02667,COMSOL_GATE5F,forbidden_output_leakage,V4,REJECT_BLOCKED,true
G7F-CORPUS-02668,COMSOL_GATE5F,numeric_bound_invented,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02669,COMSOL_GATE5F,runtime_authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02670,COMSOL_GATE5F,production_authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-02671,COMSOL_GATE5F,JRC_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02672,COMSOL_GATE5F,yield_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02673,COMSOL_GATE5F,winner_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-02674,COMSOL_GATE5F,detection_probability_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-02675,COMSOL_GATE5F,chi_selected_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-02676,COMSOL_GATE5F,false_positive_blocked_mention,QCH,RECEIVE_REVIEW_ONLY,true
G7F-CORPUS-02677,COMSOL_GATE5F,pending_actual_reopens,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-02678,COMSOL_GATE5F,adapter_spoofing,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-02679,COMSOL_GATE5F,q_ch_sidecar_spoofing,V4,REJECT_BLOCKED,true
