mutation_receipt_id,source_side,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion
G5F-COMSOL-MUT-0303,COMSOL_GATE4G,G4G-MUT-0303,pairwise,comsol_probe_template_only+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0304,COMSOL_GATE4G,G4G-MUT-0304,pairwise,comsol_probe_template_only+missing_units,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0305,COMSOL_GATE4G,G4G-MUT-0305,pairwise,comsol_probe_template_only+missing_units,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0306,COMSOL_GATE4G,G4G-MUT-0306,pairwise,comsol_probe_template_only+missing_units,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0307,COMSOL_GATE4G,G4G-MUT-0307,pairwise,comsol_probe_template_only+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0308,COMSOL_GATE4G,G4G-MUT-0308,pairwise,comsol_probe_template_only+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0309,COMSOL_GATE4G,G4G-MUT-0309,pairwise,comsol_probe_template_only+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0310,COMSOL_GATE4G,G4G-MUT-0310,pairwise,comsol_probe_template_only+missing_normalization,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0311,COMSOL_GATE4G,G4G-MUT-0311,pairwise,comsol_probe_template_only+missing_normalization,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0312,COMSOL_GATE4G,G4G-MUT-0312,pairwise,comsol_probe_template_only+missing_normalization,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0313,COMSOL_GATE4G,G4G-MUT-0313,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0314,COMSOL_GATE4G,G4G-MUT-0314,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0315,COMSOL_GATE4G,G4G-MUT-0315,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0316,COMSOL_GATE4G,G4G-MUT-0316,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0317,COMSOL_GATE4G,G4G-MUT-0317,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0318,COMSOL_GATE4G,G4G-MUT-0318,pairwise,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0319,COMSOL_GATE4G,G4G-MUT-0319,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0320,COMSOL_GATE4G,G4G-MUT-0320,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0321,COMSOL_GATE4G,G4G-MUT-0321,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0322,COMSOL_GATE4G,G4G-MUT-0322,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0323,COMSOL_GATE4G,G4G-MUT-0323,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0324,COMSOL_GATE4G,G4G-MUT-0324,pairwise,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0325,COMSOL_GATE4G,G4G-MUT-0325,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0326,COMSOL_GATE4G,G4G-MUT-0326,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0327,COMSOL_GATE4G,G4G-MUT-0327,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0328,COMSOL_GATE4G,G4G-MUT-0328,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0329,COMSOL_GATE4G,G4G-MUT-0329,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0330,COMSOL_GATE4G,G4G-MUT-0330,pairwise,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0331,COMSOL_GATE4G,G4G-MUT-0331,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0332,COMSOL_GATE4G,G4G-MUT-0332,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0333,COMSOL_GATE4G,G4G-MUT-0333,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0334,COMSOL_GATE4G,G4G-MUT-0334,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0335,COMSOL_GATE4G,G4G-MUT-0335,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0336,COMSOL_GATE4G,G4G-MUT-0336,pairwise,nodi_emulator_rule_downgrade_attempt+authorization_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0337,COMSOL_GATE4G,G4G-MUT-0337,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0338,COMSOL_GATE4G,G4G-MUT-0338,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0339,COMSOL_GATE4G,G4G-MUT-0339,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0340,COMSOL_GATE4G,G4G-MUT-0340,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0341,COMSOL_GATE4G,G4G-MUT-0341,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0342,COMSOL_GATE4G,G4G-MUT-0342,pairwise,nodi_emulator_rule_downgrade_attempt+formula_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0343,COMSOL_GATE4G,G4G-MUT-0343,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0344,COMSOL_GATE4G,G4G-MUT-0344,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0345,COMSOL_GATE4G,G4G-MUT-0345,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0346,COMSOL_GATE4G,G4G-MUT-0346,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0347,COMSOL_GATE4G,G4G-MUT-0347,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0348,COMSOL_GATE4G,G4G-MUT-0348,pairwise,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0349,COMSOL_GATE4G,G4G-MUT-0349,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0350,COMSOL_GATE4G,G4G-MUT-0350,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0351,COMSOL_GATE4G,G4G-MUT-0351,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0352,COMSOL_GATE4G,G4G-MUT-0352,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0353,COMSOL_GATE4G,G4G-MUT-0353,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0354,COMSOL_GATE4G,G4G-MUT-0354,pairwise,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0355,COMSOL_GATE4G,G4G-MUT-0355,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0356,COMSOL_GATE4G,G4G-MUT-0356,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0357,COMSOL_GATE4G,G4G-MUT-0357,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0358,COMSOL_GATE4G,G4G-MUT-0358,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0359,COMSOL_GATE4G,G4G-MUT-0359,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0360,COMSOL_GATE4G,G4G-MUT-0360,pairwise,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0361,COMSOL_GATE4G,G4G-MUT-0361,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0362,COMSOL_GATE4G,G4G-MUT-0362,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0363,COMSOL_GATE4G,G4G-MUT-0363,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0364,COMSOL_GATE4G,G4G-MUT-0364,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0365,COMSOL_GATE4G,G4G-MUT-0365,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0366,COMSOL_GATE4G,G4G-MUT-0366,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0367,COMSOL_GATE4G,G4G-MUT-0367,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0368,COMSOL_GATE4G,G4G-MUT-0368,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0369,COMSOL_GATE4G,G4G-MUT-0369,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0370,COMSOL_GATE4G,G4G-MUT-0370,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0371,COMSOL_GATE4G,G4G-MUT-0371,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0372,COMSOL_GATE4G,G4G-MUT-0372,pairwise,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0373,COMSOL_GATE4G,G4G-MUT-0373,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0374,COMSOL_GATE4G,G4G-MUT-0374,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0375,COMSOL_GATE4G,G4G-MUT-0375,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0376,COMSOL_GATE4G,G4G-MUT-0376,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0377,COMSOL_GATE4G,G4G-MUT-0377,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0378,COMSOL_GATE4G,G4G-MUT-0378,pairwise,nodi_emulator_rule_downgrade_attempt+chi_selected_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0379,COMSOL_GATE4G,G4G-MUT-0379,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0380,COMSOL_GATE4G,G4G-MUT-0380,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0381,COMSOL_GATE4G,G4G-MUT-0381,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0382,COMSOL_GATE4G,G4G-MUT-0382,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0383,COMSOL_GATE4G,G4G-MUT-0383,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0384,COMSOL_GATE4G,G4G-MUT-0384,pairwise,nodi_emulator_rule_downgrade_attempt+JRC_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0385,COMSOL_GATE4G,G4G-MUT-0385,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0386,COMSOL_GATE4G,G4G-MUT-0386,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0387,COMSOL_GATE4G,G4G-MUT-0387,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0388,COMSOL_GATE4G,G4G-MUT-0388,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0389,COMSOL_GATE4G,G4G-MUT-0389,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0390,COMSOL_GATE4G,G4G-MUT-0390,pairwise,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0391,COMSOL_GATE4G,G4G-MUT-0391,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0392,COMSOL_GATE4G,G4G-MUT-0392,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0393,COMSOL_GATE4G,G4G-MUT-0393,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0394,COMSOL_GATE4G,G4G-MUT-0394,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0395,COMSOL_GATE4G,G4G-MUT-0395,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0396,COMSOL_GATE4G,G4G-MUT-0396,pairwise,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0397,COMSOL_GATE4G,G4G-MUT-0397,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0398,COMSOL_GATE4G,G4G-MUT-0398,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0399,COMSOL_GATE4G,G4G-MUT-0399,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0400,COMSOL_GATE4G,G4G-MUT-0400,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0401,COMSOL_GATE4G,G4G-MUT-0401,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0402,COMSOL_GATE4G,G4G-MUT-0402,pairwise,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0403,COMSOL_GATE4G,G4G-MUT-0403,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0404,COMSOL_GATE4G,G4G-MUT-0404,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0405,COMSOL_GATE4G,G4G-MUT-0405,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0406,COMSOL_GATE4G,G4G-MUT-0406,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0407,COMSOL_GATE4G,G4G-MUT-0407,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0408,COMSOL_GATE4G,G4G-MUT-0408,pairwise,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0409,COMSOL_GATE4G,G4G-MUT-0409,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0410,COMSOL_GATE4G,G4G-MUT-0410,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0411,COMSOL_GATE4G,G4G-MUT-0411,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0412,COMSOL_GATE4G,G4G-MUT-0412,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0413,COMSOL_GATE4G,G4G-MUT-0413,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0414,COMSOL_GATE4G,G4G-MUT-0414,pairwise,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0415,COMSOL_GATE4G,G4G-MUT-0415,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0416,COMSOL_GATE4G,G4G-MUT-0416,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0417,COMSOL_GATE4G,G4G-MUT-0417,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0418,COMSOL_GATE4G,G4G-MUT-0418,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0419,COMSOL_GATE4G,G4G-MUT-0419,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0420,COMSOL_GATE4G,G4G-MUT-0420,pairwise,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0421,COMSOL_GATE4G,G4G-MUT-0421,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0422,COMSOL_GATE4G,G4G-MUT-0422,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0423,COMSOL_GATE4G,G4G-MUT-0423,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0424,COMSOL_GATE4G,G4G-MUT-0424,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0425,COMSOL_GATE4G,G4G-MUT-0425,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0426,COMSOL_GATE4G,G4G-MUT-0426,pairwise,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0427,COMSOL_GATE4G,G4G-MUT-0427,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0428,COMSOL_GATE4G,G4G-MUT-0428,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0429,COMSOL_GATE4G,G4G-MUT-0429,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0430,COMSOL_GATE4G,G4G-MUT-0430,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0431,COMSOL_GATE4G,G4G-MUT-0431,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0432,COMSOL_GATE4G,G4G-MUT-0432,pairwise,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
