replay_id,source_fixture_id,fixture_family,workstream,expected_nodi_disposition,actual_nodi_disposition,match_status,failure_reason,unexpected_pass,unexpected_accept,authorization_promotion,not_evidence 
G8C-REPLAY-03250,G7G-FIXTURE-03250,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03251,G7G-FIXTURE-03251,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03252,G7G-FIXTURE-03252,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03253,G7G-FIXTURE-03253,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03254,G7G-FIXTURE-03254,QCH_fake_formal_sidecar,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03255,G7G-FIXTURE-03255,BINDING_fake_promotion,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03256,G7G-FIXTURE-03256,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03257,G7G-FIXTURE-03257,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03258,G7G-FIXTURE-03258,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03259,G7G-FIXTURE-03259,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03260,G7G-FIXTURE-03260,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03261,G7G-FIXTURE-03261,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03262,G7G-FIXTURE-03262,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03263,G7G-FIXTURE-03263,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03264,G7G-FIXTURE-03264,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03265,G7G-FIXTURE-03265,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03266,G7G-FIXTURE-03266,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03267,G7G-FIXTURE-03267,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03268,G7G-FIXTURE-03268,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03269,G7G-FIXTURE-03269,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03270,G7G-FIXTURE-03270,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03271,G7G-FIXTURE-03271,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03272,G7G-FIXTURE-03272,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03273,G7G-FIXTURE-03273,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03274,G7G-FIXTURE-03274,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03275,G7G-FIXTURE-03275,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03276,G7G-FIXTURE-03276,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03277,G7G-FIXTURE-03277,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03278,G7G-FIXTURE-03278,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03279,G7G-FIXTURE-03279,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03280,G7G-FIXTURE-03280,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03281,G7G-FIXTURE-03281,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03282,G7G-FIXTURE-03282,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03283,G7G-FIXTURE-03283,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03284,G7G-FIXTURE-03284,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03285,G7G-FIXTURE-03285,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03286,G7G-FIXTURE-03286,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03287,G7G-FIXTURE-03287,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03288,G7G-FIXTURE-03288,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03289,G7G-FIXTURE-03289,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03290,G7G-FIXTURE-03290,detection_probability_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03291,G7G-FIXTURE-03291,manifest_drift,BINDING,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03292,G7G-FIXTURE-03292,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03293,G7G-FIXTURE-03293,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03294,G7G-FIXTURE-03294,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03295,G7G-FIXTURE-03295,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03296,G7G-FIXTURE-03296,QCH_fake_formal_sidecar,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03297,G7G-FIXTURE-03297,BINDING_fake_promotion,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03298,G7G-FIXTURE-03298,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03299,G7G-FIXTURE-03299,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03300,G7G-FIXTURE-03300,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03301,G7G-FIXTURE-03301,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03302,G7G-FIXTURE-03302,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03303,G7G-FIXTURE-03303,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03304,G7G-FIXTURE-03304,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03305,G7G-FIXTURE-03305,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03306,G7G-FIXTURE-03306,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03307,G7G-FIXTURE-03307,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03308,G7G-FIXTURE-03308,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03309,G7G-FIXTURE-03309,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03310,G7G-FIXTURE-03310,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03311,G7G-FIXTURE-03311,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03312,G7G-FIXTURE-03312,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03313,G7G-FIXTURE-03313,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03314,G7G-FIXTURE-03314,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03315,G7G-FIXTURE-03315,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03316,G7G-FIXTURE-03316,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03317,G7G-FIXTURE-03317,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03318,G7G-FIXTURE-03318,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03319,G7G-FIXTURE-03319,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03320,G7G-FIXTURE-03320,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03321,G7G-FIXTURE-03321,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03322,G7G-FIXTURE-03322,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03323,G7G-FIXTURE-03323,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03324,G7G-FIXTURE-03324,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03325,G7G-FIXTURE-03325,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03326,G7G-FIXTURE-03326,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03327,G7G-FIXTURE-03327,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03328,G7G-FIXTURE-03328,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03329,G7G-FIXTURE-03329,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03330,G7G-FIXTURE-03330,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03331,G7G-FIXTURE-03331,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03332,G7G-FIXTURE-03332,detection_probability_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03333,G7G-FIXTURE-03333,manifest_drift,BINDING,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03334,G7G-FIXTURE-03334,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03335,G7G-FIXTURE-03335,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03336,G7G-FIXTURE-03336,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03337,G7G-FIXTURE-03337,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03338,G7G-FIXTURE-03338,QCH_fake_formal_sidecar,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03339,G7G-FIXTURE-03339,BINDING_fake_promotion,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03340,G7G-FIXTURE-03340,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03341,G7G-FIXTURE-03341,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03342,G7G-FIXTURE-03342,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03343,G7G-FIXTURE-03343,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03344,G7G-FIXTURE-03344,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03345,G7G-FIXTURE-03345,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03346,G7G-FIXTURE-03346,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03347,G7G-FIXTURE-03347,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03348,G7G-FIXTURE-03348,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03349,G7G-FIXTURE-03349,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03350,G7G-FIXTURE-03350,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03351,G7G-FIXTURE-03351,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03352,G7G-FIXTURE-03352,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03353,G7G-FIXTURE-03353,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03354,G7G-FIXTURE-03354,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03355,G7G-FIXTURE-03355,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03356,G7G-FIXTURE-03356,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03357,G7G-FIXTURE-03357,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03358,G7G-FIXTURE-03358,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03359,G7G-FIXTURE-03359,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03360,G7G-FIXTURE-03360,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03361,G7G-FIXTURE-03361,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-03362,G7G-FIXTURE-03362,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03363,G7G-FIXTURE-03363,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-03364,G7G-FIXTURE-03364,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03365,G7G-FIXTURE-03365,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03366,G7G-FIXTURE-03366,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03367,G7G-FIXTURE-03367,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03368,G7G-FIXTURE-03368,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03369,G7G-FIXTURE-03369,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03370,G7G-FIXTURE-03370,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03371,G7G-FIXTURE-03371,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03372,G7G-FIXTURE-03372,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-03373,G7G-FIXTURE-03373,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
