fixture_id,fixture_family,source,expected_result,expected_fail_reason,not_evidence,authorization_expected,workstream
G12I-MUT-0293,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0294,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0295,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0296,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0297,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0298,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0299,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0300,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0301,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0302,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0303,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0304,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0305,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0306,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0307,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0308,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0309,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0310,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0311,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0312,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0313,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0314,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0315,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0316,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0317,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0318,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0319,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0320,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0321,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0322,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0323,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0324,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0325,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0326,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0327,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0328,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0329,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0330,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0331,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0332,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0333,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0334,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0335,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0336,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0337,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0338,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0339,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0340,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0341,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0342,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0343,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0344,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0345,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0346,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0347,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0348,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0349,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0350,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0351,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0352,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0353,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0354,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0355,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0356,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0357,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0358,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0359,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0360,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0361,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0362,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0363,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0364,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0365,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0366,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0367,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0368,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0369,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0370,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0371,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0372,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0373,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0374,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0375,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0376,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0377,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0378,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0379,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0380,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0381,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0382,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0383,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0384,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0385,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0386,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0387,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0388,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0389,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0390,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0391,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0392,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0393,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0394,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0395,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0396,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0397,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0398,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0399,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0400,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0401,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0402,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0403,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0404,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0405,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0406,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0407,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0408,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0409,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0410,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0411,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0412,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0413,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0414,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0415,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0416,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0417,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0418,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0419,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0420,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0421,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0422,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0423,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0424,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0425,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0426,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0427,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0428,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0429,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0430,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0431,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0432,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0433,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0434,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0435,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0436,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0437,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0438,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
