summary_id,mutation_family,row_equivalent_count,coverage_status
G6E-SUM-0622,winner_present+q_ch_sidecar_spoofing,22,PASS_UNION_COVERED
G6E-SUM-0623,winner_present+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0624,winner_present+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0625,winner_present+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0626,yield_present,70,PASS_UNION_COVERED
G6E-SUM-0627,yield_present+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0628,yield_present+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0629,yield_present+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0630,yield_present+JRC_present,22,PASS_UNION_COVERED
G6E-SUM-0631,yield_present+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0632,yield_present+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0633,yield_present+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0634,yield_present+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0635,yield_present+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0636,yield_present+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0637,yield_present+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0638,yield_present+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0639,yield_present+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0640,yield_present+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0641,yield_present+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0642,yield_present+yield_present,1,PASS_UNION_COVERED
G6E-SUM-TOTAL,TOTAL,3592,PASS_3592_ROW_EQUIVALENT_UNION
