dimension_case_id,paired_baseline_case_id,baseline_pair_required,baseline_pair_status,channel_cross_section_model,W_top_nm,depth_nm,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,k_taper,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,closure_depth_nm,particle_diameter_nm,particle_radius_nm,center_accessible_support_model,center_accessible_area_nm2,rectangle_baseline_area_nm2,center_accessible_area_fraction_vs_rectangle,center_accessible_area_delta_vs_rectangle,particle_center_support_status,tail_particle_support_delta,dimension_recommendation_drift_class,dimension_band_shift_context,baseline_scope_not_extrapolated,qch_transport_input_only,qch_eta_current,yield_current,not_route_selection_claim,not_production_recommendation,claim_boundary,impact_matrix_version,row_id,matrix_axis,geometry_case_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output
DIM-W500-D1200-TH90-P300,DIM-W500-D1200-TH90-P300,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,300.0,150.0,wall_normal_half_plane_offset_v1,180000.00000000003,180000.0,1.0000000000000002,2.220446049250313e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,40.0,20.0,wall_normal_half_plane_offset_v1,509295.481598684,533600.0,0.9544518020964842,-0.04554819790351583,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,60.0,30.0,wall_normal_half_plane_offset_v1,477711.0519399953,501600.0,0.9523745054625106,-0.04762549453748943,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,100.0,50.0,wall_normal_half_plane_offset_v1,416942.5582099231,440000.0,0.9475967232043707,-0.05240327679562928,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,150.0,75.0,wall_normal_half_plane_offset_v1,345482.6265235305,367500.0,0.9400887796558653,-0.05991122034413465,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,220.0,110.0,wall_normal_half_plane_offset_v1,253840.00171814972,274400.0,0.9250728925588547,-0.07492710744114528,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH89-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,89.0,1.0,0.017455064928217585,458.10784417227785,458.10784417227785,open,14322.49040768986,300.0,150.0,wall_normal_half_plane_offset_v1,161107.40130566998,180000.0,0.8950411183648332,-0.10495888163516676,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH89-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH89-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,40.0,20.0,wall_normal_half_plane_offset_v1,460584.6943837033,533600.0,0.8631647196096388,-0.1368352803903612,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,60.0,30.0,wall_normal_half_plane_offset_v1,429812.28947454196,501600.0,0.8568825547738077,-0.1431174452261923,open,not_tail_sensitive,unchanged_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,100.0,50.0,wall_normal_half_plane_offset_v1,370670.77328661445,440000.0,0.8424335756513964,-0.15756642434860357,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,150.0,75.0,wall_normal_half_plane_offset_v1,301250.0536086956,367500.0,0.8197280370304643,-0.18027196296953574,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,220.0,110.0,wall_normal_half_plane_offset_v1,212472.57376599187,274400.0,0.7743169597886,-0.22568304021139995,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH87-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,87.0,3.0,0.05240777928304121,374.2213297207012,374.2213297207012,open,4770.284171932053,300.0,150.0,wall_normal_half_plane_offset_v1,123029.06495487683,180000.0,0.6834948053048713,-0.3165051946951287,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH87-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH87-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,40.0,20.0,wall_normal_half_plane_offset_v1,411638.53990990255,533600.0,0.7714365440590377,-0.22856345594096228,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,60.0,30.0,wall_normal_half_plane_offset_v1,381654.2314085711,501600.0,0.7608736670824783,-0.23912633291752172,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,100.0,50.0,wall_normal_half_plane_offset_v1,324094.7820160123,440000.0,0.7365790500363916,-0.26342094996360843,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,150.0,75.0,wall_normal_half_plane_offset_v1,256662.65954425867,367500.0,0.6984017946782549,-0.3015982053217451,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,220.0,110.0,wall_normal_half_plane_offset_v1,170689.7747191677,274400.0,0.6220472839619814,-0.3779527160380186,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH85-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,290.02720753778243,290.02720753778243,open,2857.5130756903363,300.0,150.0,wall_normal_half_plane_offset_v1,84480.8872552983,180000.0,0.46933826252943495,-0.5306617374705651,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH85-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH85-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH83-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,40.0,20.0,wall_normal_half_plane_offset_v1,362335.43532186636,533600.0,0.6790394215177405,-0.32096057848225945,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH83-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,60.0,30.0,wall_normal_half_plane_offset_v1,333117.0486234414,501600.0,0.6641089486113266,-0.33589105138867337,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH83-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,100.0,50.0,wall_normal_half_plane_offset_v1,277098.2988076927,440000.0,0.6297688609265744,-0.37023113907342564,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH83-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,150.0,75.0,wall_normal_half_plane_offset_v1,211608.65575257168,367500.0,0.5758058659933923,-0.42419413400660766,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH83-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,220.0,110.0,wall_normal_half_plane_offset_v1,128386.23800925659,274400.0,0.46787987612702836,-0.5321201238729716,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
