expansion_version,row_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_prs,claim_boundary,delta_case_id,route_id_nodi,route_id_nodi_role,diameter_nm,baseline_sidewall_deg_comsol,sidewall_deg_comsol,synthetic_counting_context_rate_delta,mean_peak_height_delta,mean_local_snr_delta,selected_annulus_fraction_delta,selected_annulus_mean_edge_norm_delta,delta_status
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P40-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P40-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,40,90.0,85.0,0.0,0.05071677764540744,22.019053283174117,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P60-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P60-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,60,90.0,85.0,0.0,-0.6123467547492529,-1650.5075972734348,0.0,-0.04203121765039697,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P100-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P100-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,100,90.0,85.0,0.0,1.589679588986769,-30732.47625461963,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P150-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P150-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,150,90.0,85.0,0.0,0.12584077934593552,-223258.20965653565,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P220-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P220-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,220,90.0,85.0,0.0,2.770945898535274,-885504.7966859173,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P230-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P230-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,230,90.0,85.0,0.0,-12.035353496318521,-600806.3746551541,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P240-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P240-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,240,90.0,85.0,0.0,-8.257658405792881,29401.17034293292,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P250-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P250-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,250,90.0,85.0,0.0,-7.424381477266479,-434275.9066590094,0.0,-0.11920670482810769,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P260-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P260-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,260,90.0,85.0,0.0,-1.7026965951281454,-1300049.6248109462,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P270-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P270-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,270,90.0,85.0,0.0,-12.15532045339387,3292462.024801502,0.0,0.10842739431626669,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P280-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P280-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,280,90.0,85.0,0.0,11.503685306029638,1407859.4199575544,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P290-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P290-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,290,90.0,85.0,0.0,2.153065567939848,580595.4248602632,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D900-P300-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D900-P300-TH85_vs_TH90,660/W800/D900,join_key_only_not_selection,300,90.0,85.0,0.0,12.140738115128897,536307.2745551765,0.0,0.07695892119600622,executed_delta_context
