route_key,wavelength_nm,width_nm,depth_nm,comparison_stratum,aggregation_scope,aggregation_particle_family,aggregation_particle_filter_id,aggregation_weighting_id,aggregation_metric_id,aggregation_quantile,anchor_particles_included,contaminants_included_in_route_score,bfp_roi_score,bfp_roi_total_deltaI_proxy,bfp_roi_cross_term_proxy,bfp_roi_self_term_proxy,bfp_roi_cross_term_fraction,bfp_roi_self_term_fraction,bfp_roi_interference_dominant_flag,bfp_roi_cross_term_sign,bfp_roi_scalar_sign,bfp_roi_sign_agreement_with_scalar,bfp_roi_negative_cross_term_flag,bfp_roi_cross_term_claim_level,bfp_roi_operator_id,bfp_roi_mask_id,audit_bfp_jacobian_applied,audit_bfp_coordinate_frame,audit_bfp_jacobian_source_id,audit_bfp_jacobian_formula_id,audit_bfp_jacobian_unit_test_status,raw_roi_vs_scalar_score_ratio_diagnostic,raw_roi_vs_scalar_score_ratio_claim_level,bfp_roi_rank_in_stratum,bfp_roi_rank_percentile_in_stratum,v1_scalar_rank_in_stratum_for_bfp_audit,v1_scalar_rank_percentile_in_stratum_for_bfp_audit,roi_vs_scalar_percentile_delta,rank_delta_bfp_minus_scalar,percentile_delta_bfp_minus_scalar,rank_inversion_flag,rank_inversion_severity,rank_inversion_reason_codes
488/W1400/D1300,488,1400,1300,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.659304275075506,-3.659304275075506,-31.260202314253423,0.0395756031971289,0.9987355947604004,0.001264405239599618,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,9.945382284357734,diagnostic_only_not_gate,405,0.2924693520140105,319,0.4430823117338003,-0.15061295971978983,86,-0.15061295971978983,False,none,
488/W1400/D1400,488,1400,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.077940908526578,-4.077940908526578,-32.77317392309182,0.03954064204330247,0.9987949597414499,0.001205040258550143,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,11.34236511331992,diagnostic_only_not_gate,434,0.2416812609457093,304,0.46935201401050786,-0.22767075306479856,130,-0.22767075306479856,False,none,
488/W1400/D1500,488,1400,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.360179990389248,-4.360179990389248,-33.840851137010944,0.03950743132782218,0.998833913423669,0.0011660865763310404,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,13.561074157075046,diagnostic_only_not_gate,453,0.20840630472854638,224,0.6094570928196147,-0.4010507880910683,229,-0.4010507880910683,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D500,488,1500,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.31284024250268994,-0.31284024250268994,-9.458077988056719,0.03913669182667674,0.9958791400272783,0.004120859972721734,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,0.5330956215602402,diagnostic_only_not_gate,78,0.8651488616462346,485,0.15236427320490364,0.712784588441331,-407,0.712784588441331,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D550,488,1500,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.43128343375348893,-0.43128343375348893,-10.833082399929273,0.03922205298304077,0.9963924802554132,0.003607519744586856,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,0.8079203408300204,diagnostic_only_not_gate,98,0.830122591943958,468,0.18213660245183882,0.6479859894921192,-370,0.6479859894921192,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D600,488,1500,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.5389988337408088,-0.5389988337408088,-12.251091781504496,0.03929766510683754,0.9968025695786497,0.0031974304213502826,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,1.0750423094997406,diagnostic_only_not_gate,120,0.7915936952714536,450,0.21366024518388793,0.5779334500875657,-330,0.5779334500875657,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D650,488,1500,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.6973390328254252,-0.6973390328254252,-13.7024696677624,0.03936531496004404,0.997135366928104,0.002864633071895995,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,1.534045177805918,diagnostic_only_not_gate,148,0.7425569176882663,414,0.27670753064798603,0.4658493870402802,-266,0.4658493870402802,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D700,488,1500,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.836058159996924,-0.836058159996924,-15.177308689752849,0.03942636439287876,0.9974090128892572,0.002590987110742737,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,2.055739456267595,diagnostic_only_not_gate,172,0.7005253940455342,376,0.34325744308231176,0.3572679509632224,-204,0.3572679509632224,True,major,BFP.RANK_SHIFT_MAJOR
488/W1500/D800,488,1500,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.216874834057417,-1.216874834057417,-18.156803059581343,0.0395326756288162,0.9978274375564351,0.0021725624435649385,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,3.666518603952533,diagnostic_only_not_gate,220,0.6164623467600701,251,0.5621716287215411,0.05429071803852892,-31,0.05429071803852892,False,none,
488/W1500/D900,488,1500,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.6699793145668043,-1.6699793145668043,-21.107585061203224,0.03962273120161269,0.9981263374535978,0.0018736625464021526,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,5.094361502339469,diagnostic_only_not_gate,265,0.5376532399299474,242,0.5779334500875657,-0.04028021015761829,23,-0.04028021015761829,False,none,
488/W1500/D1000,488,1500,1000,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.1384854843273886,-2.1384854843273886,-23.81441982851531,0.03959086511284965,0.9983402847587628,0.0016597152412371934,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,6.399573547396824,diagnostic_only_not_gate,305,0.46760070052539404,254,0.5569176882661997,-0.08931698774080565,51,-0.08931698774080565,False,none,
488/W1500/D1100,488,1500,1100,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.5839802685532605,-2.5839802685532605,-26.30105327273254,0.03954652814916225,0.9984986473942086,0.0015013526057914028,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,7.237179108286725,diagnostic_only_not_gate,334,0.41681260945709286,300,0.4763572679509632,-0.05954465849387036,34,-0.05954465849387036,False,none,
488/W1500/D1200,488,1500,1200,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.0884905141583276,-3.0884905141583276,-28.514742284800285,0.03950452156274732,0.9986165097671585,0.0013834902328414465,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,8.177990823553916,diagnostic_only_not_gate,368,0.3572679509632224,338,0.4098073555166375,-0.0525394045534151,30,-0.0525394045534151,False,none,
488/W1500/D1300,488,1500,1300,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.493996463606399,-3.493996463606399,-30.393843313639934,0.03946468589081793,0.9987032403479955,0.001296759652004522,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,9.412110188593315,diagnostic_only_not_gate,394,0.31173380035026266,324,0.4343257443082311,-0.12259194395796846,70,-0.12259194395796846,False,none,
488/W1500/D1400,488,1500,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.831931222235159,-3.831931222235159,-31.885848021599678,0.039426872729119454,0.9987650263667386,0.0012349736332614395,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,10.955003846709593,diagnostic_only_not_gate,421,0.2644483362521891,287,0.49912434325744304,-0.23467600700525393,134,-0.23467600700525393,False,none,
488/W1500/D1500,488,1500,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.125752465997155,-4.125752465997155,-32.94887194311237,0.039390944483345534,0.9988059103136905,0.0011940896863095317,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,12.66620492652179,diagnostic_only_not_gate,437,0.23642732049036774,234,0.5919439579684764,-0.3555166374781087,203,-0.3555166374781087,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D500,532,500,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.016894606654631782,0.016894606654631782,0.0,0.016894606654631782,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.016894606654631782,diagnostic_only_not_gate,26,0.9562171628721541,540,0.05604203152364273,0.9001751313485113,-514,0.9001751313485113,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D550,532,500,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.016981775632351426,0.016981775632351426,0.0,0.016981775632351426,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.016981775632351426,diagnostic_only_not_gate,25,0.957968476357268,540,0.05604203152364273,0.9019264448336253,-515,0.9019264448336253,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D600,532,500,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.01706057865044905,0.01706057865044905,0.0,0.01706057865044905,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.01706057865044905,diagnostic_only_not_gate,24,0.9597197898423818,540,0.05604203152364273,0.9036777583187391,-516,0.9036777583187391,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D650,532,500,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.01713222141897863,0.01713222141897863,0.0,0.01713222141897863,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.01713222141897863,diagnostic_only_not_gate,23,0.9614711033274956,540,0.05604203152364273,0.9054290718038529,-517,0.9054290718038529,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D700,532,500,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017197679935240656,0.017197679935240656,0.0,0.017197679935240656,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017197679935240656,diagnostic_only_not_gate,22,0.9632224168126094,540,0.05604203152364273,0.9071803852889667,-518,0.9071803852889667,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D800,532,500,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017313110046546745,0.017313110046546745,0.0,0.017313110046546745,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017313110046546745,diagnostic_only_not_gate,21,0.9649737302977233,540,0.05604203152364273,0.9089316987740805,-519,0.9089316987740805,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D900,532,500,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017411801204633644,0.017411801204633644,0.0,0.017411801204633644,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017411801204633644,diagnostic_only_not_gate,20,0.9667250437828371,540,0.05604203152364273,0.9106830122591943,-520,0.9106830122591943,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1000,532,500,1000,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017496311198300925,0.017496311198300925,0.0,0.017496311198300925,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017496311198300925,diagnostic_only_not_gate,19,0.968476357267951,540,0.05604203152364273,0.9124343257443083,-521,0.9124343257443083,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1100,532,500,1100,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017551704285046998,0.017551704285046998,0.0,0.017551704285046998,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017551704285046998,diagnostic_only_not_gate,18,0.9702276707530648,540,0.05604203152364273,0.9141856392294221,-522,0.9141856392294221,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1200,532,500,1200,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017600180614949477,0.017600180614949477,0.0,0.017600180614949477,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017600180614949477,diagnostic_only_not_gate,17,0.9719789842381786,540,0.05604203152364273,0.9159369527145359,-523,0.9159369527145359,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1300,532,500,1300,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017642948912881266,0.017642948912881266,0.0,0.017642948912881266,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017642948912881266,diagnostic_only_not_gate,16,0.9737302977232924,540,0.05604203152364273,0.9176882661996497,-524,0.9176882661996497,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1400,532,500,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017680953483983984,0.017680953483983984,0.0,0.017680953483983984,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017680953483983984,diagnostic_only_not_gate,15,0.9754816112084063,540,0.05604203152364273,0.9194395796847635,-525,0.9194395796847635,True,major,BFP.RANK_SHIFT_MAJOR
532/W500/D1500,532,500,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.017714942434299497,0.017714942434299497,0.0,0.017714942434299497,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.017714942434299497,diagnostic_only_not_gate,14,0.9772329246935202,540,0.05604203152364273,0.9211908931698775,-526,0.9211908931698775,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D500,532,600,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.167022246994626,-1.167022246994626,-11.705476103497109,0.018416922862991604,0.9984291120004607,0.001570887999539303,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,4.463856475382933,diagnostic_only_not_gate,214,0.626970227670753,103,0.8213660245183888,-0.19439579684763575,111,-0.19439579684763575,False,none,
532/W600/D550,532,600,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.4964561996211239,-1.4964561996211239,-13.241532267988228,0.018484999493325438,0.9986059596212851,0.00139404037871485,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,5.9228455411306005,diagnostic_only_not_gate,248,0.5674255691768826,90,0.8441330998248686,-0.27670753064798603,158,-0.27670753064798603,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D600,532,600,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.8483685509977819,-1.8483685509977819,-14.799419097522497,0.01854666281653731,0.9987483664683463,0.0012516335316537378,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,7.258807390138817,diagnostic_only_not_gate,281,0.5096322241681261,93,0.8388791593695272,-0.329246935201401,188,-0.329246935201401,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D650,532,600,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.2635187454277172,-2.2635187454277172,-16.367126652392084,0.01860286179512318,0.998864691268154,0.0011353087318459834,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,8.682740909358351,diagnostic_only_not_gate,310,0.45884413309982486,102,0.8231173380035026,-0.36427320490367776,208,-0.36427320490367776,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D700,532,600,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.718899011742508,-2.718899011742508,-17.93260642249602,0.01865435430773727,0.9989608331949674,0.0010391668050325489,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,10.473461234809259,diagnostic_only_not_gate,346,0.39579684763572676,99,0.8283712784588442,-0.4325744308231174,247,-0.4325744308231174,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D800,532,600,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.7149567834335953,-3.7149567834335953,-21.009049320784435,0.018745572622985058,0.9991085335995519,0.0008914664004480146,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,14.533618122647196,diagnostic_only_not_gate,409,0.2854640980735552,94,0.8371278458844134,-0.5516637478108581,315,-0.5516637478108581,True,major,BFP.RANK_SHIFT_MAJOR
532/W600/D900,532,600,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.792804405097392,-4.792804405097392,-23.935070269559272,0.018824074037893768,0.9992141539171927,0.0007858460828072163,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,18.89859223003749,diagnostic_only_not_gate,476,0.1681260945709282,92,0.840630472854641,-0.6725043782837128,384,-0.6725043782837128,True,major,BFP.RANK_SHIFT_MAJOR
