tpd_case_or_artifact_id,width_family,depth_family,diameter_nm,weighting_basis,edge_bin_label,current_status,missing_binding,can_fix_without_new_comsol_solve,requires_nodi_prs_recheck,requires_new_comsol_export,requires_new_comsol_solve,proposed_next_artifact,proposed_gate,blocked_until,notes
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p50_0p75,W800,D1200,220,residence_time_weighted,edge_norm_0p50_0p75,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=BLOCKED_220NM_NO_DIRECT_NODI_PRS_MATCH_UNLESS_NODI_SAYS_OTHERWISE; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI provides explicit 220 nm PRS coverage or written reduced-scope/unbound decision,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 220 nm must not auto-map to 300 nm or 40/60 nm PRS grains. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p75_1p00,W800,D1200,220,residence_time_weighted,edge_norm_0p75_1p00,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=BLOCKED_220NM_NO_DIRECT_NODI_PRS_MATCH_UNLESS_NODI_SAYS_OTHERWISE; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI provides explicit 220 nm PRS coverage or written reduced-scope/unbound decision,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 220 nm must not auto-map to 300 nm or 40/60 nm PRS grains. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p00_0p25,W800,D1200,300,velocity_weighted,edge_norm_0p00_0p25,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p25_0p50,W800,D1200,300,velocity_weighted,edge_norm_0p25_0p50,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p50_0p75,W800,D1200,300,velocity_weighted,edge_norm_0p50_0p75,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p75_1p00,W800,D1200,300,velocity_weighted,edge_norm_0p75_1p00,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p00_0p25,W800,D1200,300,residence_time_weighted,edge_norm_0p00_0p25,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p25_0p50,W800,D1200,300,residence_time_weighted,edge_norm_0p25_0p50,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p50_0p75,W800,D1200,300,residence_time_weighted,edge_norm_0p50_0p75,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
TPD_TO_NODI_ALIGNMENT:ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p75_1p00,W800,D1200,300,residence_time_weighted,edge_norm_0p75_1p00,BLOCKED_ROUTE_DIAMETER_BIN_MISMATCH,NODI_view=BLOCKED_MISSING_NODI_VIEW_BINDING; diameter=CANDIDATE_ONLY_VIEW_BINDING_MISSING; bin=COARSE_TO_FINE_REVIEW_POLICY_NEEDED_EDGE4_TO_PRS_EDGE20_NOT_DIRECT_BIN,true,true,true,false,COMSOL_GATE2C_TRANSPORTED_POSITION_NODI_BOUND_CONTEXT_EXPORT_<future>.csv,Gate2C transported-position binding repair,NODI confirms/adds exact D1200 PRS grain or chooses reduced-scope exclusion,No new COMSOL solve is required to draft a binding repair/export contract; exact NODI binding remains NODI-side. 300 nm is candidate-only until NODI confirms current PRS route/view/diameter/bin coverage. D1200 remains blocked if current NODI PRS exact grain is absent; needs NODI update or reduced-scope decision. edge4/quarter bins require coarse-to-fine edge20 review policy; not a direct PRS bin.
QCH_FORMAL_SIDECAR_ABSENT_REQUIREMENT,W800,D900_or_D1200_unbound_until_route_policy,not_applicable,not_applicable,not_applicable,BLOCKED_MISSING_FORMAL_QCH_FLOW_SPLIT,formal_q_ch_flow_split_sidecar_absent; NODI_view binding policy absent; integration surface/volume definition absent,unknown_requires_source_audit_false_until_provenance_fields_confirmed,true,true,false_until_formal_sidecar_requirements_are_reviewed,COMSOL_GATE2C_FORMAL_QCH_FLOW_SPLIT_SIDECAR_REQUIREMENTS_OR_EXPORT_<future>.csv,formal q_ch / flow-split sidecar gate,"formal sidecar schema, source provenance, geometry hash, integration definition, and NODI authorization exist","Current q_ch package is provenance-only and must not be used for weighting, q_ch*eta, q_ch*chi*eta, flow split, or route score."
