quarantine_row_id,source_artifact,source_sha256,source_row_count,source_row_identity,quarantine_class,gate2a_status,recommended_gate2b_status,readable_by_nodi,gate2b_allowed_context_ingestion,formula_use_allowed,is_chi_selected,qch_weighting_authorized,jrc_authorized,production_ingestion_authorized,runtime_configuration_authorized,allowed_use,blocked_use,blocker_reason,required_future_gate
G2B_QUARANTINE_067,roadmap/EV_PBS_LOCAL_Q_EVENT_TREE_BRIDGE_SCREENING_RESULTS_20260623.csv,71c06622949b2da0de20637d81ec182728440ee6e759143e159c94c5af3f1019,1833,LOCAL_Q_EVENT_TREE_SCREENING_REVIEW_CONTEXT,LOCAL_Q_REVIEW_ONLY,REVIEW_ONLY_LOCAL_Q_CONTEXT,QUARANTINE_LOCAL_Q_HYDRAULIC_EVENT_TREE_REVIEW_ONLY,true,false,false,false,false,false,false,false,screening review context; read-only review/quarantine only,calibrated event-tree result; route winner; NODI scalar; JRC; Gate2B formal context-only ingestion; any formula input,Hydraulic/event-tree review context only; not transport weighting input,local-Q hydraulic/event-tree review gate only
G2B_QUARANTINE_068,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_CONTRACT_V4_20260627.json,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,n/a,V4_CANONICAL_CONTRACT_REVIEW_CONTEXT,V4_REVIEW_ONLY,REVIEW_ONLY_V4_CONTEXT,QUARANTINE_V4_REVIEW_ONLY_CLAIM_CEILING,true,false,false,false,false,false,false,false,V4 claim ceiling and descriptor-only review; read-only review/quarantine only,runtime configuration; NODI production; wet pass probability; calibrated event rate; recovery; yield; winner; Gate2B formal context-only ingestion; any formula input,V4 review-only claim ceiling; runtime and production flags remain false,new V4-bound ingestion gate if authorized
G2B_QUARANTINE_069,roadmap/EV_PBS_V4_NON_NANO_NODI_REVIEW_CONTEXT_SIDECAR_ROWS_20260627.csv,384181edfb6043716623ddd32f38d72fb941867a759f8bf877348ad2c0f4ca6b,16,V4_NON_NANO_NODI_REVIEW_SIDECAR,V4_REVIEW_ONLY,REVIEW_ONLY_V4_CONTEXT,QUARANTINE_V4_REVIEW_ONLY_CLAIM_CEILING,true,false,false,false,false,false,false,false,read-only review loader context only; read-only review/quarantine only,runtime configuration; NODI production ingestion; count prediction; optical update; COMSOL launch; MPH load; Gate2B formal context-only ingestion; any formula input,V4 review-only claim ceiling; runtime and production flags remain false,new V4-bound ingestion gate if authorized
G2B_QUARANTINE_070,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-001,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,source-ready context review; blocker register read-only review,view-specific production binding or weighting; Gate2B formal context-only ingestion; any formula input,missing NODI view binding: TPD combined and TPD-to-NODI alignment rows contain route/depth/diameter/bin context but no NODI_view,NODI-facing export or NODI review must bind each row to explicit NODI_view or keep it source-only
G2B_QUARANTINE_071,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-002,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,candidate route-family review; blocker register read-only review,exact route/diameter production match claim from COMSOL side; Gate2B formal context-only ingestion; any formula input,missing or uncertain NODI PRS route/diameter coverage: Report198/current PRS snapshot has W800 D900 300 and W800 D1200 40 only for W800 route families; TPD also includes 220 and D1200 300,NODI must recheck current PRS production route/view/diameter grains
G2B_QUARANTINE_072,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-003,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,220 nm source context only; blocker register read-only review,automatic 220-to-300 or 220-to-40/60 mapping; Gate2B formal context-only ingestion; any formula input,220 nm no direct NODI PRS match unless NODI says otherwise: TPD source/alignment/proxy include 220 nm rows; active NODI PRS snapshot read here has no 220 nm W800 grains,NODI must explicitly provide 220 nm PRS coverage or a reviewed reduced-scope policy
G2B_QUARANTINE_073,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-004,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,coarse-to-fine mapping review; blocker register read-only review,direct PRS bin claim; Gate2B formal context-only ingestion; any formula input,"edge4 to edge20 coarse/fine bin grouping unresolved: TPD quarter bins map to PRS edge20 groups only by review policy, not direct PRS bins",NODI must approve edge4 to edge20 grouping and sample/decision-use policy
G2B_QUARANTINE_074,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-005,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,q_ch provenance-only review; blocker register read-only review,formal q_ch sidecar use or flow split sidecar use; Gate2B formal context-only ingestion; any formula input,formal q_ch / flow split sidecar absent: P1B W800 q_ch file is descriptive provenance; no Gate2 route-level q_ch sidecar emitted,separate authorization and formal Gate2 q_ch/flow split export
G2B_QUARANTINE_075,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-006,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,proxy context review; blocker register read-only review,"chi_selected, route_score, detection probability; Gate2B formal context-only ingestion; any formula input",chi_selected absent: TPD/PRS sidecar status is context proxy; chi_selected_status is not selected,explicit future chi_selected authorization and validator-passed artifact
G2B_QUARANTINE_076,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-007,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,blocked-field register; blocker register read-only review,weighted output or strong claim; Gate2B formal context-only ingestion; any formula input,no authorization for q_ch*eta / JRC / route score / yield / winner / detection_probability: Gate2 export and Gate2A keep weighting and strong-claim fields blocked,separate future authorization after required sidecars pass
G2B_QUARANTINE_077,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-008,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,review-only claim ceiling; blocker register read-only review,"runtime configuration, production ingestion, count prediction, optical update; Gate2B formal context-only ingestion; any formula input",V4 runtime/production blocked: V4 sidecar rows have review_loader_mode=review_only_no_runtime and all production/runtime flags false,new V4-bound ingestion gate and explicit runtime authorization
G2B_QUARANTINE_078,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-009,STRONG_CLAIM_OR_BINDING_BLOCKER,BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,hydraulic/event-tree review; blocker register read-only review,"Gate2 weighting input, calibrated clogging, time-to-clog, recovery; Gate2B formal context-only ingestion; any formula input",local-Q not a transport weighting input: local-Q artifacts are hydraulic/event-tree review context,"separate calibrated event/transport model, not present"
G2B_QUARANTINE_079,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,a76c5bd41a070e19f12451d6378881e12762c2371cf53896043a4a3806167a7b,10,G2A-BLOCK-010,STRONG_CLAIM_OR_BINDING_BLOCKER,PASS_BLOCKED_AS_EXPECTED,QUARANTINE_BLOCKED_USE_REGISTER,true,false,false,false,false,false,false,false,candidate binding review; blocker register read-only review,COMSOL-side production-ready exact match claim; Gate2B formal context-only ingestion; any formula input,"300 nm exact match remains NODI-side decision: W800 D900 300 exists in current PRS snapshot, but COMSOL crosswalk still marks exact_nodi_prs_match_claim=false","NODI must verify exact PRS artifact hash, route/view/diameter/bin, and sample eligibility"
